Categorii de unitati sanitare, Forme de proprietate , Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar, Valoare
Cabinete medicale de medicina generala, Total, MACROREGIUNEA UNU, Anul 2010, Numar, 209
Cabinete medicale de medicina generala, Total, MACROREGIUNEA UNU, Anul 2011, Numar, 173
Cabinete medicale de medicina generala, Total, MACROREGIUNEA UNU, Anul 2012, Numar, 175
Cabinete medicale de medicina generala, Total, MACROREGIUNEA UNU, Anul 2013, Numar, 175
Cabinete medicale de medicina generala, Total, MACROREGIUNEA UNU, Anul 2014, Numar, 156
Cabinete medicale de medicina generala, Total, MACROREGIUNEA UNU, Anul 2015, Numar, 139
Cabinete medicale de medicina generala, Total, MACROREGIUNEA UNU, Anul 2016, Numar, 129
Cabinete medicale de medicina generala, Total, MACROREGIUNEA UNU, Anul 2017, Numar, 126
Cabinete medicale de medicina generala, Total, Regiunea NORD-VEST, Anul 1997, Numar, 450
Cabinete medicale de medicina generala, Total, Regiunea NORD-VEST, Anul 1998, Numar, 458
Cabinete medicale de medicina generala, Total, Regiunea NORD-VEST, Anul 1999, Numar, 546
Cabinete medicale de medicina generala, Total, Regiunea NORD-VEST, Anul 2000, Numar, 759
Cabinete medicale de medicina generala, Total, Regiunea NORD-VEST, Anul 2001, Numar, 876
Cabinete medicale de medicina generala, Total, Regiunea NORD-VEST, Anul 2002, Numar, 905
Cabinete medicale de medicina generala, Total, Regiunea NORD-VEST, Anul 2003, Numar, 468
Cabinete medicale de medicina generala, Total, Regiunea NORD-VEST, Anul 2004, Numar, 120
Cabinete medicale de medicina generala, Total, Regiunea NORD-VEST, Anul 2005, Numar, 125
Cabinete medicale de medicina generala, Total, Regiunea NORD-VEST, Anul 2006, Numar, 132
Cabinete medicale de medicina generala, Total, Regiunea NORD-VEST, Anul 2007, Numar, 134
Cabinete medicale de medicina generala, Total, Regiunea NORD-VEST, Anul 2008, Numar, 136
Cabinete medicale de medicina generala, Total, Regiunea NORD-VEST, Anul 2009, Numar, 135
Cabinete medicale de medicina generala, Total, Regiunea NORD-VEST, Anul 2010, Numar, 109
Cabinete medicale de medicina generala, Total, Regiunea NORD-VEST, Anul 2011, Numar, 108
Cabinete medicale de medicina generala, Total, Regiunea NORD-VEST, Anul 2012, Numar, 112
Cabinete medicale de medicina generala, Total, Regiunea NORD-VEST, Anul 2013, Numar, 111
Cabinete medicale de medicina generala, Total, Regiunea NORD-VEST, Anul 2014, Numar, 98
Cabinete medicale de medicina generala, Total, Regiunea NORD-VEST, Anul 2015, Numar, 87
Cabinete medicale de medicina generala, Total, Regiunea NORD-VEST, Anul 2016, Numar, 83
Cabinete medicale de medicina generala, Total, Regiunea NORD-VEST, Anul 2017, Numar, 80
Cabinete medicale de medicina generala, Total, Bihor, Anul 1997, Numar, 81
Cabinete medicale de medicina generala, Total, Bihor, Anul 1998, Numar, 108
Cabinete medicale de medicina generala, Total, Bihor, Anul 1999, Numar, 132
Cabinete medicale de medicina generala, Total, Bihor, Anul 2000, Numar, 149
Cabinete medicale de medicina generala, Total, Bihor, Anul 2001, Numar, 238
Cabinete medicale de medicina generala, Total, Bihor, Anul 2002, Numar, 213
Cabinete medicale de medicina generala, Total, Bihor, Anul 2003, Numar, 116
Cabinete medicale de medicina generala, Total, Bihor, Anul 2004, Numar, 29
Cabinete medicale de medicina generala, Total, Bihor, Anul 2005, Numar, 15
Cabinete medicale de medicina generala, Total, Bihor, Anul 2006, Numar, 16
Cabinete medicale de medicina generala, Total, Bihor, Anul 2007, Numar, 9
Cabinete medicale de medicina generala, Total, Bihor, Anul 2008, Numar, 14
Cabinete medicale de medicina generala, Total, Bihor, Anul 2009, Numar, 7
Cabinete medicale de medicina generala, Total, Bihor, Anul 2010, Numar, 7
Cabinete medicale de medicina generala, Total, Bihor, Anul 2011, Numar, 7
Cabinete medicale de medicina generala, Total, Bihor, Anul 2012, Numar, 7
Cabinete medicale de medicina generala, Total, Bihor, Anul 2013, Numar, 7
Cabinete medicale de medicina generala, Total, Bihor, Anul 2014, Numar, 7
Cabinete medicale de medicina generala, Total, Bihor, Anul 2015, Numar, 7
Cabinete medicale de medicina generala, Total, Bihor, Anul 2016, Numar, 7
Cabinete medicale de medicina generala, Total, Bihor, Anul 2017, Numar, 7
Cabinete medicale de medicina generala, Total, Bistrita-Nasaud, Anul 1997, Numar, 45
Cabinete medicale de medicina generala, Total, Bistrita-Nasaud, Anul 1998, Numar, 46
Cabinete medicale de medicina generala, Total, Bistrita-Nasaud, Anul 1999, Numar, 44
Cabinete medicale de medicina generala, Total, Bistrita-Nasaud, Anul 2000, Numar, 45
Cabinete medicale de medicina generala, Total, Bistrita-Nasaud, Anul 2001, Numar, 44
Cabinete medicale de medicina generala, Total, Bistrita-Nasaud, Anul 2002, Numar, 44
Cabinete medicale de medicina generala, Total, Bistrita-Nasaud, Anul 2003, Numar, 13
Cabinete medicale de medicina generala, Total, Bistrita-Nasaud, Anul 2004, Numar, 17
Cabinete medicale de medicina generala, Total, Bistrita-Nasaud, Anul 2005, Numar, 21
Cabinete medicale de medicina generala, Total, Bistrita-Nasaud, Anul 2006, Numar, 23
Cabinete medicale de medicina generala, Total, Bistrita-Nasaud, Anul 2007, Numar, 19
Cabinete medicale de medicina generala, Total, Bistrita-Nasaud, Anul 2008, Numar, 17
Cabinete medicale de medicina generala, Total, Bistrita-Nasaud, Anul 2009, Numar, 17
Cabinete medicale de medicina generala, Total, Bistrita-Nasaud, Anul 2010, Numar, 15
Cabinete medicale de medicina generala, Total, Bistrita-Nasaud, Anul 2011, Numar, 15
Cabinete medicale de medicina generala, Total, Bistrita-Nasaud, Anul 2012, Numar, 14
Cabinete medicale de medicina generala, Total, Bistrita-Nasaud, Anul 2013, Numar, 12
Cabinete medicale de medicina generala, Total, Bistrita-Nasaud, Anul 2014, Numar, 11
Cabinete medicale de medicina generala, Total, Bistrita-Nasaud, Anul 2015, Numar, 10
Cabinete medicale de medicina generala, Total, Bistrita-Nasaud, Anul 2016, Numar, 10
Cabinete medicale de medicina generala, Total, Bistrita-Nasaud, Anul 2017, Numar, 10
Cabinete medicale de medicina generala, Total, Cluj, Anul 1997, Numar, 189
Cabinete medicale de medicina generala, Total, Cluj, Anul 1998, Numar, 166
Cabinete medicale de medicina generala, Total, Cluj, Anul 1999, Numar, 213
Cabinete medicale de medicina generala, Total, Cluj, Anul 2000, Numar, 357
Cabinete medicale de medicina generala, Total, Cluj, Anul 2001, Numar, 345
Cabinete medicale de medicina generala, Total, Cluj, Anul 2002, Numar, 339
Cabinete medicale de medicina generala, Total, Cluj, Anul 2003, Numar, 252
Cabinete medicale de medicina generala, Total, Cluj, Anul 2004, Numar, 44
Cabinete medicale de medicina generala, Total, Cluj, Anul 2005, Numar, 47
Cabinete medicale de medicina generala, Total, Cluj, Anul 2006, Numar, 43
Cabinete medicale de medicina generala, Total, Cluj, Anul 2007, Numar, 58
Cabinete medicale de medicina generala, Total, Cluj, Anul 2008, Numar, 58
Cabinete medicale de medicina generala, Total, Cluj, Anul 2009, Numar, 62
Cabinete medicale de medicina generala, Total, Cluj, Anul 2010, Numar, 56
Cabinete medicale de medicina generala, Total, Cluj, Anul 2011, Numar, 58
Cabinete medicale de medicina generala, Total, Cluj, Anul 2012, Numar, 64
Cabinete medicale de medicina generala, Total, Cluj, Anul 2013, Numar, 64
Cabinete medicale de medicina generala, Total, Cluj, Anul 2014, Numar, 49
Cabinete medicale de medicina generala, Total, Cluj, Anul 2015, Numar, 41
Cabinete medicale de medicina generala, Total, Cluj, Anul 2016, Numar, 42
Cabinete medicale de medicina generala, Total, Cluj, Anul 2017, Numar, 43
Cabinete medicale de medicina generala, Total, Maramures, Anul 1997, Numar, 44
Cabinete medicale de medicina generala, Total, Maramures, Anul 1998, Numar, 53
Cabinete medicale de medicina generala, Total, Maramures, Anul 1999, Numar, 51
Cabinete medicale de medicina generala, Total, Maramures, Anul 2000, Numar, 91
Cabinete medicale de medicina generala, Total, Maramures, Anul 2001, Numar, 115
Cabinete medicale de medicina generala, Total, Maramures, Anul 2002, Numar, 141
Cabinete medicale de medicina generala, Total, Maramures, Anul 2003, Numar, 51
Cabinete medicale de medicina generala, Total, Maramures, Anul 2004, Numar, 6
Cabinete medicale de medicina generala, Total, Maramures, Anul 2005, Numar, 20
Cabinete medicale de medicina generala, Total, Maramures, Anul 2006, Numar, 23
Cabinete medicale de medicina generala, Total, Maramures, Anul 2007, Numar, 20
Cabinete medicale de medicina generala, Total, Maramures, Anul 2008, Numar, 19
Cabinete medicale de medicina generala, Total, Maramures, Anul 2009, Numar, 21
Cabinete medicale de medicina generala, Total, Maramures, Anul 2010, Numar, 14
Cabinete medicale de medicina generala, Total, Maramures, Anul 2011, Numar, 12
Cabinete medicale de medicina generala, Total, Maramures, Anul 2012, Numar, 12
Cabinete medicale de medicina generala, Total, Maramures, Anul 2013, Numar, 12
Cabinete medicale de medicina generala, Total, Maramures, Anul 2014, Numar, 12
Cabinete medicale de medicina generala, Total, Maramures, Anul 2015, Numar, 12
Cabinete medicale de medicina generala, Total, Maramures, Anul 2016, Numar, 11
Cabinete medicale de medicina generala, Total, Maramures, Anul 2017, Numar, 11
Cabinete medicale de medicina generala, Total, Satu Mare, Anul 1997, Numar, 48
Cabinete medicale de medicina generala, Total, Satu Mare, Anul 1998, Numar, 44
Cabinete medicale de medicina generala, Total, Satu Mare, Anul 1999, Numar, 66
Cabinete medicale de medicina generala, Total, Satu Mare, Anul 2000, Numar, 55
Cabinete medicale de medicina generala, Total, Satu Mare, Anul 2001, Numar, 66
Cabinete medicale de medicina generala, Total, Satu Mare, Anul 2002, Numar, 91
Cabinete medicale de medicina generala, Total, Satu Mare, Anul 2003, Numar, 12
Cabinete medicale de medicina generala, Total, Satu Mare, Anul 2004, Numar, 18
Cabinete medicale de medicina generala, Total, Satu Mare, Anul 2005, Numar, 15
Cabinete medicale de medicina generala, Total, Satu Mare, Anul 2006, Numar, 17
Cabinete medicale de medicina generala, Total, Satu Mare, Anul 2007, Numar, 18
Cabinete medicale de medicina generala, Total, Satu Mare, Anul 2008, Numar, 17
Cabinete medicale de medicina generala, Total, Satu Mare, Anul 2009, Numar, 17
Cabinete medicale de medicina generala, Total, Satu Mare, Anul 2010, Numar, 14
Cabinete medicale de medicina generala, Total, Satu Mare, Anul 2011, Numar, 13
Cabinete medicale de medicina generala, Total, Satu Mare, Anul 2012, Numar, 12
Cabinete medicale de medicina generala, Total, Satu Mare, Anul 2013, Numar, 13
Cabinete medicale de medicina generala, Total, Satu Mare, Anul 2014, Numar, 16
Cabinete medicale de medicina generala, Total, Satu Mare, Anul 2015, Numar, 14
Cabinete medicale de medicina generala, Total, Satu Mare, Anul 2016, Numar, 10
Cabinete medicale de medicina generala, Total, Satu Mare, Anul 2017, Numar, 7
Cabinete medicale de medicina generala, Total, Salaj, Anul 1997, Numar, 43
Cabinete medicale de medicina generala, Total, Salaj, Anul 1998, Numar, 41
Cabinete medicale de medicina generala, Total, Salaj, Anul 1999, Numar, 40
Cabinete medicale de medicina generala, Total, Salaj, Anul 2000, Numar, 62
Cabinete medicale de medicina generala, Total, Salaj, Anul 2001, Numar, 68
Cabinete medicale de medicina generala, Total, Salaj, Anul 2002, Numar, 77
Cabinete medicale de medicina generala, Total, Salaj, Anul 2003, Numar, 24
Cabinete medicale de medicina generala, Total, Salaj, Anul 2004, Numar, 6
Cabinete medicale de medicina generala, Total, Salaj, Anul 2005, Numar, 7
Cabinete medicale de medicina generala, Total, Salaj, Anul 2006, Numar, 10
Cabinete medicale de medicina generala, Total, Salaj, Anul 2007, Numar, 10
Cabinete medicale de medicina generala, Total, Salaj, Anul 2008, Numar, 11
Cabinete medicale de medicina generala, Total, Salaj, Anul 2009, Numar, 11
Cabinete medicale de medicina generala, Total, Salaj, Anul 2010, Numar, 3
Cabinete medicale de medicina generala, Total, Salaj, Anul 2011, Numar, 3
Cabinete medicale de medicina generala, Total, Salaj, Anul 2012, Numar, 3
Cabinete medicale de medicina generala, Total, Salaj, Anul 2013, Numar, 3
Cabinete medicale de medicina generala, Total, Salaj, Anul 2014, Numar, 3
Cabinete medicale de medicina generala, Total, Salaj, Anul 2015, Numar, 3
Cabinete medicale de medicina generala, Total, Salaj, Anul 2016, Numar, 3
Cabinete medicale de medicina generala, Total, Salaj, Anul 2017, Numar, 2
Cabinete medicale de medicina generala, Total, Regiunea CENTRU, Anul 1997, Numar, 557
Cabinete medicale de medicina generala, Total, Regiunea CENTRU, Anul 1998, Numar, 536
Cabinete medicale de medicina generala, Total, Regiunea CENTRU, Anul 1999, Numar, 590
Cabinete medicale de medicina generala, Total, Regiunea CENTRU, Anul 2000, Numar, 596
Cabinete medicale de medicina generala, Total, Regiunea CENTRU, Anul 2001, Numar, 673
Cabinete medicale de medicina generala, Total, Regiunea CENTRU, Anul 2002, Numar, 739
Cabinete medicale de medicina generala, Total, Regiunea CENTRU, Anul 2003, Numar, 229
Cabinete medicale de medicina generala, Total, Regiunea CENTRU, Anul 2004, Numar, 130
Cabinete medicale de medicina generala, Total, Regiunea CENTRU, Anul 2005, Numar, 152
Cabinete medicale de medicina generala, Total, Regiunea CENTRU, Anul 2006, Numar, 140
Cabinete medicale de medicina generala, Total, Regiunea CENTRU, Anul 2007, Numar, 170
Cabinete medicale de medicina generala, Total, Regiunea CENTRU, Anul 2008, Numar, 111
Cabinete medicale de medicina generala, Total, Regiunea CENTRU, Anul 2009, Numar, 108
Cabinete medicale de medicina generala, Total, Regiunea CENTRU, Anul 2010, Numar, 100
Cabinete medicale de medicina generala, Total, Regiunea CENTRU, Anul 2011, Numar, 65
Cabinete medicale de medicina generala, Total, Regiunea CENTRU, Anul 2012, Numar, 63
Cabinete medicale de medicina generala, Total, Regiunea CENTRU, Anul 2013, Numar, 64
Cabinete medicale de medicina generala, Total, Regiunea CENTRU, Anul 2014, Numar, 58
Cabinete medicale de medicina generala, Total, Regiunea CENTRU, Anul 2015, Numar, 52
Cabinete medicale de medicina generala, Total, Regiunea CENTRU, Anul 2016, Numar, 46
Cabinete medicale de medicina generala, Total, Regiunea CENTRU, Anul 2017, Numar, 46
Cabinete medicale de medicina generala, Total, Alba, Anul 1997, Numar, 83
Cabinete medicale de medicina generala, Total, Alba, Anul 1998, Numar, 89
Cabinete medicale de medicina generala, Total, Alba, Anul 1999, Numar, 82
Cabinete medicale de medicina generala, Total, Alba, Anul 2000, Numar, 117
Cabinete medicale de medicina generala, Total, Alba, Anul 2001, Numar, 103
Cabinete medicale de medicina generala, Total, Alba, Anul 2002, Numar, 80
Cabinete medicale de medicina generala, Total, Alba, Anul 2003, Numar, 37
Cabinete medicale de medicina generala, Total, Alba, Anul 2004, Numar, 5
Cabinete medicale de medicina generala, Total, Alba, Anul 2005, Numar, 3
Cabinete medicale de medicina generala, Total, Alba, Anul 2006, Numar, 3
Cabinete medicale de medicina generala, Total, Alba, Anul 2007, Numar, 11
Cabinete medicale de medicina generala, Total, Alba, Anul 2008, Numar, 8
Cabinete medicale de medicina generala, Total, Alba, Anul 2009, Numar, 8
Cabinete medicale de medicina generala, Total, Alba, Anul 2010, Numar, 8
Cabinete medicale de medicina generala, Total, Alba, Anul 2011, Numar, 9
Cabinete medicale de medicina generala, Total, Alba, Anul 2012, Numar, 9
Cabinete medicale de medicina generala, Total, Alba, Anul 2013, Numar, 9
Cabinete medicale de medicina generala, Total, Alba, Anul 2014, Numar, 9
Cabinete medicale de medicina generala, Total, Alba, Anul 2015, Numar, 4
Cabinete medicale de medicina generala, Total, Alba, Anul 2016, Numar, 1
Cabinete medicale de medicina generala, Total, Alba, Anul 2017, Numar, 1
Cabinete medicale de medicina generala, Total, Brasov, Anul 1997, Numar, 275
Cabinete medicale de medicina generala, Total, Brasov, Anul 1998, Numar, 225
Cabinete medicale de medicina generala, Total, Brasov, Anul 1999, Numar, 181
Cabinete medicale de medicina generala, Total, Brasov, Anul 2000, Numar, 161
Cabinete medicale de medicina generala, Total, Brasov, Anul 2001, Numar, 154
Cabinete medicale de medicina generala, Total, Brasov, Anul 2002, Numar, 169
Cabinete medicale de medicina generala, Total, Brasov, Anul 2003, Numar, 25
Cabinete medicale de medicina generala, Total, Brasov, Anul 2004, Numar, 4
Cabinete medicale de medicina generala, Total, Brasov, Anul 2005, Numar, 6
Cabinete medicale de medicina generala, Total, Brasov, Anul 2006, Numar, 4
Cabinete medicale de medicina generala, Total, Brasov, Anul 2007, Numar, 4
Cabinete medicale de medicina generala, Total, Brasov, Anul 2008, Numar, 5
Cabinete medicale de medicina generala, Total, Brasov, Anul 2009, Numar, 4
Cabinete medicale de medicina generala, Total, Brasov, Anul 2010, Numar, 4
Cabinete medicale de medicina generala, Total, Brasov, Anul 2011, Numar, 5
Cabinete medicale de medicina generala, Total, Brasov, Anul 2012, Numar, 5
Cabinete medicale de medicina generala, Total, Brasov, Anul 2013, Numar, 6
Cabinete medicale de medicina generala, Total, Brasov, Anul 2014, Numar, 6
Cabinete medicale de medicina generala, Total, Brasov, Anul 2015, Numar, 6
Cabinete medicale de medicina generala, Total, Brasov, Anul 2016, Numar, 5
Cabinete medicale de medicina generala, Total, Brasov, Anul 2017, Numar, 5
Cabinete medicale de medicina generala, Total, Covasna, Anul 1997, Numar, 29
Cabinete medicale de medicina generala, Total, Covasna, Anul 1998, Numar, 34
Cabinete medicale de medicina generala, Total, Covasna, Anul 1999, Numar, 42
Cabinete medicale de medicina generala, Total, Covasna, Anul 2000, Numar, 65
Cabinete medicale de medicina generala, Total, Covasna, Anul 2001, Numar, 73
Cabinete medicale de medicina generala, Total, Covasna, Anul 2002, Numar, 79
Cabinete medicale de medicina generala, Total, Covasna, Anul 2003, Numar, 24
Cabinete medicale de medicina generala, Total, Covasna, Anul 2014, Numar, 1
Cabinete medicale de medicina generala, Total, Harghita, Anul 1997, Numar, 5
Cabinete medicale de medicina generala, Total, Harghita, Anul 1998, Numar, 7
Cabinete medicale de medicina generala, Total, Harghita, Anul 1999, Numar, 66
Cabinete medicale de medicina generala, Total, Harghita, Anul 2000, Numar, 9
Cabinete medicale de medicina generala, Total, Harghita, Anul 2001, Numar, 10
Cabinete medicale de medicina generala, Total, Harghita, Anul 2002, Numar, 10
Cabinete medicale de medicina generala, Total, Harghita, Anul 2003, Numar, 7
Cabinete medicale de medicina generala, Total, Harghita, Anul 2006, Numar, 1
Cabinete medicale de medicina generala, Total, Harghita, Anul 2007, Numar, 1
Cabinete medicale de medicina generala, Total, Harghita, Anul 2008, Numar, 4
Cabinete medicale de medicina generala, Total, Harghita, Anul 2009, Numar, 2
Cabinete medicale de medicina generala, Total, Harghita, Anul 2010, Numar, 1
Cabinete medicale de medicina generala, Total, Harghita, Anul 2011, Numar, 1
Cabinete medicale de medicina generala, Total, Harghita, Anul 2012, Numar, 1
Cabinete medicale de medicina generala, Total, Harghita, Anul 2013, Numar, 1
Cabinete medicale de medicina generala, Total, Harghita, Anul 2014, Numar, 1
Cabinete medicale de medicina generala, Total, Harghita, Anul 2015, Numar, 1
Cabinete medicale de medicina generala, Total, Harghita, Anul 2016, Numar, 1
Cabinete medicale de medicina generala, Total, Harghita, Anul 2017, Numar, 1
Cabinete medicale de medicina generala, Total, Mures, Anul 1997, Numar, 77
Cabinete medicale de medicina generala, Total, Mures, Anul 1998, Numar, 84
Cabinete medicale de medicina generala, Total, Mures, Anul 1999, Numar, 112
Cabinete medicale de medicina generala, Total, Mures, Anul 2000, Numar, 126
Cabinete medicale de medicina generala, Total, Mures, Anul 2001, Numar, 196
Cabinete medicale de medicina generala, Total, Mures, Anul 2002, Numar, 234
Cabinete medicale de medicina generala, Total, Mures, Anul 2003, Numar, 77
Cabinete medicale de medicina generala, Total, Mures, Anul 2004, Numar, 74
Cabinete medicale de medicina generala, Total, Mures, Anul 2005, Numar, 92
Cabinete medicale de medicina generala, Total, Mures, Anul 2006, Numar, 80
Cabinete medicale de medicina generala, Total, Mures, Anul 2007, Numar, 101
Cabinete medicale de medicina generala, Total, Mures, Anul 2008, Numar, 42
Cabinete medicale de medicina generala, Total, Mures, Anul 2009, Numar, 44
Cabinete medicale de medicina generala, Total, Mures, Anul 2010, Numar, 40
Cabinete medicale de medicina generala, Total, Mures, Anul 2011, Numar, 1
Cabinete medicale de medicina generala, Total, Mures, Anul 2012, Numar, 1
Cabinete medicale de medicina generala, Total, Mures, Anul 2013, Numar, 1
Cabinete medicale de medicina generala, Total, Sibiu, Anul 1997, Numar, 88
Cabinete medicale de medicina generala, Total, Sibiu, Anul 1998, Numar, 97
Cabinete medicale de medicina generala, Total, Sibiu, Anul 1999, Numar, 107
Cabinete medicale de medicina generala, Total, Sibiu, Anul 2000, Numar, 118
Cabinete medicale de medicina generala, Total, Sibiu, Anul 2001, Numar, 137
Cabinete medicale de medicina generala, Total, Sibiu, Anul 2002, Numar, 167
Cabinete medicale de medicina generala, Total, Sibiu, Anul 2003, Numar, 59
Cabinete medicale de medicina generala, Total, Sibiu, Anul 2004, Numar, 47
Cabinete medicale de medicina generala, Total, Sibiu, Anul 2005, Numar, 51
Cabinete medicale de medicina generala, Total, Sibiu, Anul 2006, Numar, 52
Cabinete medicale de medicina generala, Total, Sibiu, Anul 2007, Numar, 53
Cabinete medicale de medicina generala, Total, Sibiu, Anul 2008, Numar, 52
Cabinete medicale de medicina generala, Total, Sibiu, Anul 2009, Numar, 50
Cabinete medicale de medicina generala, Total, Sibiu, Anul 2010, Numar, 47
Cabinete medicale de medicina generala, Total, Sibiu, Anul 2011, Numar, 49
Cabinete medicale de medicina generala, Total, Sibiu, Anul 2012, Numar, 47
Cabinete medicale de medicina generala, Total, Sibiu, Anul 2013, Numar, 47
Cabinete medicale de medicina generala, Total, Sibiu, Anul 2014, Numar, 41
Cabinete medicale de medicina generala, Total, Sibiu, Anul 2015, Numar, 41
Cabinete medicale de medicina generala, Total, Sibiu, Anul 2016, Numar, 39
Cabinete medicale de medicina generala, Total, Sibiu, Anul 2017, Numar, 39
Cabinete medicale de medicina generala, Total, MACROREGIUNEA DOI, Anul 1997, Numar, 710
Cabinete medicale de medicina generala, Total, MACROREGIUNEA DOI, Anul 1998, Numar, 823
Cabinete medicale de medicina generala, Total, MACROREGIUNEA DOI, Anul 1999, Numar, 847
Cabinete medicale de medicina generala, Total, MACROREGIUNEA DOI, Anul 2000, Numar, 1182
Cabinete medicale de medicina generala, Total, MACROREGIUNEA DOI, Anul 2001, Numar, 1295
Cabinete medicale de medicina generala, Total, MACROREGIUNEA DOI, Anul 2002, Numar, 1434
Cabinete medicale de medicina generala, Total, MACROREGIUNEA DOI, Anul 2003, Numar, 620
Cabinete medicale de medicina generala, Total, MACROREGIUNEA DOI, Anul 2004, Numar, 256
Cabinete medicale de medicina generala, Total, MACROREGIUNEA DOI, Anul 2005, Numar, 302
Cabinete medicale de medicina generala, Total, MACROREGIUNEA DOI, Anul 2006, Numar, 363
Cabinete medicale de medicina generala, Total, MACROREGIUNEA DOI, Anul 2007, Numar, 341
Cabinete medicale de medicina generala, Total, MACROREGIUNEA DOI, Anul 2008, Numar, 352
Cabinete medicale de medicina generala, Total, MACROREGIUNEA DOI, Anul 2009, Numar, 341
Cabinete medicale de medicina generala, Total, MACROREGIUNEA DOI, Anul 2010, Numar, 333
Cabinete medicale de medicina generala, Total, MACROREGIUNEA DOI, Anul 2011, Numar, 425
Cabinete medicale de medicina generala, Total, MACROREGIUNEA DOI, Anul 2012, Numar, 419
Cabinete medicale de medicina generala, Total, MACROREGIUNEA DOI, Anul 2013, Numar, 357
Cabinete medicale de medicina generala, Total, MACROREGIUNEA DOI, Anul 2014, Numar, 287
Cabinete medicale de medicina generala, Total, MACROREGIUNEA DOI, Anul 2015, Numar, 283
Cabinete medicale de medicina generala, Total, MACROREGIUNEA DOI, Anul 2016, Numar, 274
Cabinete medicale de medicina generala, Total, MACROREGIUNEA DOI, Anul 2017, Numar, 311
Cabinete medicale de medicina generala, Total, Regiunea NORD-EST, Anul 1997, Numar, 302
Cabinete medicale de medicina generala, Total, Regiunea NORD-EST, Anul 1998, Numar, 363
Cabinete medicale de medicina generala, Total, Regiunea NORD-EST, Anul 1999, Numar, 380
Cabinete medicale de medicina generala, Total, Regiunea NORD-EST, Anul 2000, Numar, 633
Cabinete medicale de medicina generala, Total, Regiunea NORD-EST, Anul 2001, Numar, 656
Cabinete medicale de medicina generala, Total, Regiunea NORD-EST, Anul 2002, Numar, 694
Cabinete medicale de medicina generala, Total, Regiunea NORD-EST, Anul 2003, Numar, 294
Cabinete medicale de medicina generala, Total, Regiunea NORD-EST, Anul 2004, Numar, 59
Cabinete medicale de medicina generala, Total, Regiunea NORD-EST, Anul 2005, Numar, 87
Cabinete medicale de medicina generala, Total, Regiunea NORD-EST, Anul 2006, Numar, 88
Cabinete medicale de medicina generala, Total, Regiunea NORD-EST, Anul 2007, Numar, 87
