Categorii de unitati sanitare, Forme de proprietate , Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar, Valoare
Spitale, Total, Salaj, Anul 2012, Numar, 6
Spitale, Total, Salaj, Anul 2013, Numar, 6
Spitale, Total, Salaj, Anul 2014, Numar, 6
Spitale, Total, Salaj, Anul 2015, Numar, 6
Spitale, Total, Salaj, Anul 2016, Numar, 6
Spitale, Total, Salaj, Anul 2017, Numar, 6
Spitale, Total, Regiunea CENTRU, Anul 1990, Numar, 52
Spitale, Total, Regiunea CENTRU, Anul 1991, Numar, 52
Spitale, Total, Regiunea CENTRU, Anul 1992, Numar, 52
Spitale, Total, Regiunea CENTRU, Anul 1993, Numar, 52
Spitale, Total, Regiunea CENTRU, Anul 1994, Numar, 51
Spitale, Total, Regiunea CENTRU, Anul 1995, Numar, 49
Spitale, Total, Regiunea CENTRU, Anul 1996, Numar, 51
Spitale, Total, Regiunea CENTRU, Anul 1997, Numar, 53
Spitale, Total, Regiunea CENTRU, Anul 1998, Numar, 52
Spitale, Total, Regiunea CENTRU, Anul 1999, Numar, 54
Spitale, Total, Regiunea CENTRU, Anul 2000, Numar, 56
Spitale, Total, Regiunea CENTRU, Anul 2001, Numar, 56
Spitale, Total, Regiunea CENTRU, Anul 2002, Numar, 56
Spitale, Total, Regiunea CENTRU, Anul 2003, Numar, 50
Spitale, Total, Regiunea CENTRU, Anul 2004, Numar, 50
Spitale, Total, Regiunea CENTRU, Anul 2005, Numar, 51
Spitale, Total, Regiunea CENTRU, Anul 2006, Numar, 51
Spitale, Total, Regiunea CENTRU, Anul 2007, Numar, 53
Spitale, Total, Regiunea CENTRU, Anul 2008, Numar, 57
Spitale, Total, Regiunea CENTRU, Anul 2009, Numar, 60
Spitale, Total, Regiunea CENTRU, Anul 2010, Numar, 63
Spitale, Total, Regiunea CENTRU, Anul 2011, Numar, 58
Spitale, Total, Regiunea CENTRU, Anul 2012, Numar, 59
Spitale, Total, Regiunea CENTRU, Anul 2013, Numar, 65
Spitale, Total, Regiunea CENTRU, Anul 2014, Numar, 69
Spitale, Total, Regiunea CENTRU, Anul 2015, Numar, 71
Spitale, Total, Regiunea CENTRU, Anul 2016, Numar, 70
Spitale, Total, Regiunea CENTRU, Anul 2017, Numar, 70
Spitale, Total, Alba, Anul 1990, Numar, 10
Spitale, Total, Alba, Anul 1991, Numar, 10
Spitale, Total, Alba, Anul 1992, Numar, 10
Spitale, Total, Alba, Anul 1993, Numar, 10
Spitale, Total, Alba, Anul 1994, Numar, 9
Spitale, Total, Alba, Anul 1995, Numar, 9
Spitale, Total, Alba, Anul 1996, Numar, 10
Spitale, Total, Alba, Anul 1997, Numar, 10
Spitale, Total, Alba, Anul 1998, Numar, 10
Spitale, Total, Alba, Anul 1999, Numar, 10
Spitale, Total, Alba, Anul 2000, Numar, 10
Spitale, Total, Alba, Anul 2001, Numar, 10
Spitale, Total, Alba, Anul 2002, Numar, 10
Spitale, Total, Alba, Anul 2003, Numar, 9
Spitale, Total, Alba, Anul 2004, Numar, 9
Spitale, Total, Alba, Anul 2005, Numar, 10
Spitale, Total, Alba, Anul 2006, Numar, 10
Spitale, Total, Alba, Anul 2007, Numar, 10
Spitale, Total, Alba, Anul 2008, Numar, 10
Spitale, Total, Alba, Anul 2009, Numar, 10
Spitale, Total, Alba, Anul 2010, Numar, 10
Spitale, Total, Alba, Anul 2011, Numar, 9
Spitale, Total, Alba, Anul 2012, Numar, 9
Spitale, Total, Alba, Anul 2013, Numar, 10
Spitale, Total, Alba, Anul 2014, Numar, 11
Spitale, Total, Alba, Anul 2015, Numar, 11
Spitale, Total, Alba, Anul 2016, Numar, 10
Spitale, Total, Alba, Anul 2017, Numar, 10
Spitale, Total, Brasov, Anul 1990, Numar, 13
Spitale, Total, Brasov, Anul 1991, Numar, 13
Spitale, Total, Brasov, Anul 1992, Numar, 13
Spitale, Total, Brasov, Anul 1993, Numar, 13
Spitale, Total, Brasov, Anul 1994, Numar, 13
Spitale, Total, Brasov, Anul 1995, Numar, 13
Spitale, Total, Brasov, Anul 1996, Numar, 13
Spitale, Total, Brasov, Anul 1997, Numar, 14
Spitale, Total, Brasov, Anul 1998, Numar, 14
Spitale, Total, Brasov, Anul 1999, Numar, 14
Spitale, Total, Brasov, Anul 2000, Numar, 15
Spitale, Total, Brasov, Anul 2001, Numar, 15
Spitale, Total, Brasov, Anul 2002, Numar, 15
Spitale, Total, Brasov, Anul 2003, Numar, 14
Spitale, Total, Brasov, Anul 2004, Numar, 14
Spitale, Total, Brasov, Anul 2005, Numar, 14
Spitale, Total, Brasov, Anul 2006, Numar, 14
Spitale, Total, Brasov, Anul 2007, Numar, 14
Spitale, Total, Brasov, Anul 2008, Numar, 17
Spitale, Total, Brasov, Anul 2009, Numar, 19
Spitale, Total, Brasov, Anul 2010, Numar, 17
Spitale, Total, Brasov, Anul 2011, Numar, 17
Spitale, Total, Brasov, Anul 2012, Numar, 17
Spitale, Total, Brasov, Anul 2013, Numar, 20
Spitale, Total, Brasov, Anul 2014, Numar, 23
Spitale, Total, Brasov, Anul 2015, Numar, 25
Spitale, Total, Brasov, Anul 2016, Numar, 25
Spitale, Total, Brasov, Anul 2017, Numar, 26
Spitale, Total, Covasna, Anul 1990, Numar, 6
Spitale, Total, Covasna, Anul 1991, Numar, 6
Spitale, Total, Covasna, Anul 1992, Numar, 6
Spitale, Total, Covasna, Anul 1993, Numar, 6
Spitale, Total, Covasna, Anul 1994, Numar, 6
Spitale, Total, Covasna, Anul 1995, Numar, 6
Spitale, Total, Covasna, Anul 1996, Numar, 6
Spitale, Total, Covasna, Anul 1997, Numar, 6
Spitale, Total, Covasna, Anul 1998, Numar, 6
Spitale, Total, Covasna, Anul 1999, Numar, 7
Spitale, Total, Covasna, Anul 2000, Numar, 7
Spitale, Total, Covasna, Anul 2001, Numar, 7
Spitale, Total, Covasna, Anul 2002, Numar, 7
Spitale, Total, Covasna, Anul 2003, Numar, 6
Spitale, Total, Covasna, Anul 2004, Numar, 6
Spitale, Total, Covasna, Anul 2005, Numar, 6
Spitale, Total, Covasna, Anul 2006, Numar, 7
Spitale, Total, Covasna, Anul 2007, Numar, 7
Spitale, Total, Covasna, Anul 2008, Numar, 7
Spitale, Total, Covasna, Anul 2009, Numar, 7
Spitale, Total, Covasna, Anul 2010, Numar, 7
Spitale, Total, Covasna, Anul 2011, Numar, 5
Spitale, Total, Covasna, Anul 2012, Numar, 5
Spitale, Total, Covasna, Anul 2013, Numar, 5
Spitale, Total, Covasna, Anul 2014, Numar, 5
Spitale, Total, Covasna, Anul 2015, Numar, 5
Spitale, Total, Covasna, Anul 2016, Numar, 4
Spitale, Total, Covasna, Anul 2017, Numar, 4
Spitale, Total, Harghita, Anul 1990, Numar, 7
Spitale, Total, Harghita, Anul 1991, Numar, 7
Spitale, Total, Harghita, Anul 1992, Numar, 7
Spitale, Total, Harghita, Anul 1993, Numar, 7
Spitale, Total, Harghita, Anul 1994, Numar, 7
Spitale, Total, Harghita, Anul 1995, Numar, 7
Spitale, Total, Harghita, Anul 1996, Numar, 7
Spitale, Total, Harghita, Anul 1997, Numar, 7
Spitale, Total, Harghita, Anul 1998, Numar, 7
Spitale, Total, Harghita, Anul 1999, Numar, 7
Spitale, Total, Harghita, Anul 2000, Numar, 7
Spitale, Total, Harghita, Anul 2001, Numar, 7
Spitale, Total, Harghita, Anul 2002, Numar, 7
Spitale, Total, Harghita, Anul 2003, Numar, 5
Spitale, Total, Harghita, Anul 2004, Numar, 5
Spitale, Total, Harghita, Anul 2005, Numar, 5
Spitale, Total, Harghita, Anul 2006, Numar, 5
Spitale, Total, Harghita, Anul 2007, Numar, 5
Spitale, Total, Harghita, Anul 2008, Numar, 5
Spitale, Total, Harghita, Anul 2009, Numar, 5
Spitale, Total, Harghita, Anul 2010, Numar, 5
Spitale, Total, Harghita, Anul 2011, Numar, 5
Spitale, Total, Harghita, Anul 2012, Numar, 5
Spitale, Total, Harghita, Anul 2013, Numar, 5
Spitale, Total, Harghita, Anul 2014, Numar, 5
Spitale, Total, Harghita, Anul 2015, Numar, 5
Spitale, Total, Harghita, Anul 2016, Numar, 5
Spitale, Total, Harghita, Anul 2017, Numar, 5
Spitale, Total, Mures, Anul 1990, Numar, 8
Spitale, Total, Mures, Anul 1991, Numar, 8
Spitale, Total, Mures, Anul 1992, Numar, 8
Spitale, Total, Mures, Anul 1993, Numar, 8
Spitale, Total, Mures, Anul 1994, Numar, 8
Spitale, Total, Mures, Anul 1995, Numar, 6
Spitale, Total, Mures, Anul 1996, Numar, 7
Spitale, Total, Mures, Anul 1997, Numar, 8
Spitale, Total, Mures, Anul 1998, Numar, 7
Spitale, Total, Mures, Anul 1999, Numar, 7
Spitale, Total, Mures, Anul 2000, Numar, 7
Spitale, Total, Mures, Anul 2001, Numar, 7
Spitale, Total, Mures, Anul 2002, Numar, 7
Spitale, Total, Mures, Anul 2003, Numar, 6
Spitale, Total, Mures, Anul 2004, Numar, 6
Spitale, Total, Mures, Anul 2005, Numar, 6
Spitale, Total, Mures, Anul 2006, Numar, 6
Spitale, Total, Mures, Anul 2007, Numar, 8
Spitale, Total, Mures, Anul 2008, Numar, 9
Spitale, Total, Mures, Anul 2009, Numar, 9
Spitale, Total, Mures, Anul 2010, Numar, 14
Spitale, Total, Mures, Anul 2011, Numar, 13
Spitale, Total, Mures, Anul 2012, Numar, 13
Spitale, Total, Mures, Anul 2013, Numar, 15
Spitale, Total, Mures, Anul 2014, Numar, 15
Spitale, Total, Mures, Anul 2015, Numar, 15
Spitale, Total, Mures, Anul 2016, Numar, 16
Spitale, Total, Mures, Anul 2017, Numar, 15
Spitale, Total, Sibiu, Anul 1990, Numar, 8
Spitale, Total, Sibiu, Anul 1991, Numar, 8
Spitale, Total, Sibiu, Anul 1992, Numar, 8
Spitale, Total, Sibiu, Anul 1993, Numar, 8
Spitale, Total, Sibiu, Anul 1994, Numar, 8
Spitale, Total, Sibiu, Anul 1995, Numar, 8
Spitale, Total, Sibiu, Anul 1996, Numar, 8
Spitale, Total, Sibiu, Anul 1997, Numar, 8
Spitale, Total, Sibiu, Anul 1998, Numar, 8
Spitale, Total, Sibiu, Anul 1999, Numar, 9
Spitale, Total, Sibiu, Anul 2000, Numar, 10
Spitale, Total, Sibiu, Anul 2001, Numar, 10
Spitale, Total, Sibiu, Anul 2002, Numar, 10
Spitale, Total, Sibiu, Anul 2003, Numar, 10
Spitale, Total, Sibiu, Anul 2004, Numar, 10
Spitale, Total, Sibiu, Anul 2005, Numar, 10
Spitale, Total, Sibiu, Anul 2006, Numar, 9
Spitale, Total, Sibiu, Anul 2007, Numar, 9
Spitale, Total, Sibiu, Anul 2008, Numar, 9
Spitale, Total, Sibiu, Anul 2009, Numar, 10
Spitale, Total, Sibiu, Anul 2010, Numar, 10
Spitale, Total, Sibiu, Anul 2011, Numar, 9
Spitale, Total, Sibiu, Anul 2012, Numar, 10
Spitale, Total, Sibiu, Anul 2013, Numar, 10
Spitale, Total, Sibiu, Anul 2014, Numar, 10
Spitale, Total, Sibiu, Anul 2015, Numar, 10
Spitale, Total, Sibiu, Anul 2016, Numar, 10
Spitale, Total, Sibiu, Anul 2017, Numar, 10
Spitale, Total, MACROREGIUNEA DOI, Anul 1990, Numar, 107
Spitale, Total, MACROREGIUNEA DOI, Anul 1991, Numar, 108
Spitale, Total, MACROREGIUNEA DOI, Anul 1992, Numar, 108
Spitale, Total, MACROREGIUNEA DOI, Anul 1993, Numar, 108
Spitale, Total, MACROREGIUNEA DOI, Anul 1994, Numar, 104
Spitale, Total, MACROREGIUNEA DOI, Anul 1995, Numar, 105
Spitale, Total, MACROREGIUNEA DOI, Anul 1996, Numar, 104
Spitale, Total, MACROREGIUNEA DOI, Anul 1997, Numar, 106
Spitale, Total, MACROREGIUNEA DOI, Anul 1998, Numar, 106
Spitale, Total, MACROREGIUNEA DOI, Anul 1999, Numar, 111
Spitale, Total, MACROREGIUNEA DOI, Anul 2000, Numar, 113
Spitale, Total, MACROREGIUNEA DOI, Anul 2001, Numar, 114
Spitale, Total, MACROREGIUNEA DOI, Anul 2002, Numar, 114
Spitale, Total, MACROREGIUNEA DOI, Anul 2003, Numar, 112
Spitale, Total, MACROREGIUNEA DOI, Anul 2004, Numar, 111
Spitale, Total, MACROREGIUNEA DOI, Anul 2005, Numar, 113
Spitale, Total, MACROREGIUNEA DOI, Anul 2006, Numar, 114
Spitale, Total, MACROREGIUNEA DOI, Anul 2007, Numar, 115
Spitale, Total, MACROREGIUNEA DOI, Anul 2008, Numar, 118
Spitale, Total, MACROREGIUNEA DOI, Anul 2009, Numar, 121
Spitale, Total, MACROREGIUNEA DOI, Anul 2010, Numar, 126
Spitale, Total, MACROREGIUNEA DOI, Anul 2011, Numar, 113
Spitale, Total, MACROREGIUNEA DOI, Anul 2012, Numar, 116
Spitale, Total, MACROREGIUNEA DOI, Anul 2013, Numar, 125
