Categorii de unitati sanitare, Forme de proprietate , Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar, Valoare
Cabinete medicale de specialitate, Total, Regiunea NORD-VEST, Anul 2017, Numar, 1171
Cabinete medicale de specialitate, Total, Bihor, Anul 2001, Numar, 13
Cabinete medicale de specialitate, Total, Bihor, Anul 2002, Numar, 17
Cabinete medicale de specialitate, Total, Bihor, Anul 2003, Numar, 112
Cabinete medicale de specialitate, Total, Bihor, Anul 2004, Numar, 132
Cabinete medicale de specialitate, Total, Bihor, Anul 2005, Numar, 114
Cabinete medicale de specialitate, Total, Bihor, Anul 2006, Numar, 136
Cabinete medicale de specialitate, Total, Bihor, Anul 2007, Numar, 149
Cabinete medicale de specialitate, Total, Bihor, Anul 2008, Numar, 169
Cabinete medicale de specialitate, Total, Bihor, Anul 2009, Numar, 176
Cabinete medicale de specialitate, Total, Bihor, Anul 2010, Numar, 217
Cabinete medicale de specialitate, Total, Bihor, Anul 2011, Numar, 239
Cabinete medicale de specialitate, Total, Bihor, Anul 2012, Numar, 240
Cabinete medicale de specialitate, Total, Bihor, Anul 2013, Numar, 241
Cabinete medicale de specialitate, Total, Bihor, Anul 2014, Numar, 248
Cabinete medicale de specialitate, Total, Bihor, Anul 2015, Numar, 260
Cabinete medicale de specialitate, Total, Bihor, Anul 2016, Numar, 264
Cabinete medicale de specialitate, Total, Bihor, Anul 2017, Numar, 266
Cabinete medicale de specialitate, Total, Bistrita-Nasaud, Anul 2003, Numar, 40
Cabinete medicale de specialitate, Total, Bistrita-Nasaud, Anul 2004, Numar, 36
Cabinete medicale de specialitate, Total, Bistrita-Nasaud, Anul 2005, Numar, 43
Cabinete medicale de specialitate, Total, Bistrita-Nasaud, Anul 2006, Numar, 44
Cabinete medicale de specialitate, Total, Bistrita-Nasaud, Anul 2007, Numar, 48
Cabinete medicale de specialitate, Total, Bistrita-Nasaud, Anul 2008, Numar, 50
Cabinete medicale de specialitate, Total, Bistrita-Nasaud, Anul 2009, Numar, 52
Cabinete medicale de specialitate, Total, Bistrita-Nasaud, Anul 2010, Numar, 59
Cabinete medicale de specialitate, Total, Bistrita-Nasaud, Anul 2011, Numar, 55
Cabinete medicale de specialitate, Total, Bistrita-Nasaud, Anul 2012, Numar, 62
Cabinete medicale de specialitate, Total, Bistrita-Nasaud, Anul 2013, Numar, 66
Cabinete medicale de specialitate, Total, Bistrita-Nasaud, Anul 2014, Numar, 80
Cabinete medicale de specialitate, Total, Bistrita-Nasaud, Anul 2015, Numar, 32
Cabinete medicale de specialitate, Total, Bistrita-Nasaud, Anul 2016, Numar, 31
Cabinete medicale de specialitate, Total, Bistrita-Nasaud, Anul 2017, Numar, 35
Cabinete medicale de specialitate, Total, Cluj, Anul 2003, Numar, 145
Cabinete medicale de specialitate, Total, Cluj, Anul 2004, Numar, 185
Cabinete medicale de specialitate, Total, Cluj, Anul 2005, Numar, 194
Cabinete medicale de specialitate, Total, Cluj, Anul 2006, Numar, 222
Cabinete medicale de specialitate, Total, Cluj, Anul 2007, Numar, 407
Cabinete medicale de specialitate, Total, Cluj, Anul 2008, Numar, 408
Cabinete medicale de specialitate, Total, Cluj, Anul 2009, Numar, 431
Cabinete medicale de specialitate, Total, Cluj, Anul 2010, Numar, 294
Cabinete medicale de specialitate, Total, Cluj, Anul 2011, Numar, 358
Cabinete medicale de specialitate, Total, Cluj, Anul 2012, Numar, 389
Cabinete medicale de specialitate, Total, Cluj, Anul 2013, Numar, 420
Cabinete medicale de specialitate, Total, Cluj, Anul 2014, Numar, 325
Cabinete medicale de specialitate, Total, Cluj, Anul 2015, Numar, 355
Cabinete medicale de specialitate, Total, Cluj, Anul 2016, Numar, 360
Cabinete medicale de specialitate, Total, Cluj, Anul 2017, Numar, 362
Cabinete medicale de specialitate, Total, Maramures, Anul 2003, Numar, 110
Cabinete medicale de specialitate, Total, Maramures, Anul 2004, Numar, 133
Cabinete medicale de specialitate, Total, Maramures, Anul 2005, Numar, 138
Cabinete medicale de specialitate, Total, Maramures, Anul 2006, Numar, 201
Cabinete medicale de specialitate, Total, Maramures, Anul 2007, Numar, 202
Cabinete medicale de specialitate, Total, Maramures, Anul 2008, Numar, 210
Cabinete medicale de specialitate, Total, Maramures, Anul 2009, Numar, 270
Cabinete medicale de specialitate, Total, Maramures, Anul 2010, Numar, 221
Cabinete medicale de specialitate, Total, Maramures, Anul 2011, Numar, 230
Cabinete medicale de specialitate, Total, Maramures, Anul 2012, Numar, 237
Cabinete medicale de specialitate, Total, Maramures, Anul 2013, Numar, 246
Cabinete medicale de specialitate, Total, Maramures, Anul 2014, Numar, 249
Cabinete medicale de specialitate, Total, Maramures, Anul 2015, Numar, 212
Cabinete medicale de specialitate, Total, Maramures, Anul 2016, Numar, 213
Cabinete medicale de specialitate, Total, Maramures, Anul 2017, Numar, 221
Cabinete medicale de specialitate, Total, Satu Mare, Anul 2003, Numar, 88
Cabinete medicale de specialitate, Total, Satu Mare, Anul 2004, Numar, 97
Cabinete medicale de specialitate, Total, Satu Mare, Anul 2005, Numar, 110
Cabinete medicale de specialitate, Total, Satu Mare, Anul 2006, Numar, 127
Cabinete medicale de specialitate, Total, Satu Mare, Anul 2007, Numar, 141
Cabinete medicale de specialitate, Total, Satu Mare, Anul 2008, Numar, 152
Cabinete medicale de specialitate, Total, Satu Mare, Anul 2009, Numar, 150
Cabinete medicale de specialitate, Total, Satu Mare, Anul 2010, Numar, 135
Cabinete medicale de specialitate, Total, Satu Mare, Anul 2011, Numar, 144
Cabinete medicale de specialitate, Total, Satu Mare, Anul 2012, Numar, 163
Cabinete medicale de specialitate, Total, Satu Mare, Anul 2013, Numar, 171
Cabinete medicale de specialitate, Total, Satu Mare, Anul 2014, Numar, 175
Cabinete medicale de specialitate, Total, Satu Mare, Anul 2015, Numar, 187
Cabinete medicale de specialitate, Total, Satu Mare, Anul 2016, Numar, 185
Cabinete medicale de specialitate, Total, Satu Mare, Anul 2017, Numar, 179
Cabinete medicale de specialitate, Total, Salaj, Anul 2003, Numar, 58
Cabinete medicale de specialitate, Total, Salaj, Anul 2004, Numar, 57
Cabinete medicale de specialitate, Total, Salaj, Anul 2005, Numar, 64
Cabinete medicale de specialitate, Total, Salaj, Anul 2006, Numar, 74
Cabinete medicale de specialitate, Total, Salaj, Anul 2007, Numar, 79
Cabinete medicale de specialitate, Total, Salaj, Anul 2008, Numar, 90
Cabinete medicale de specialitate, Total, Salaj, Anul 2009, Numar, 87
Cabinete medicale de specialitate, Total, Salaj, Anul 2010, Numar, 76
Cabinete medicale de specialitate, Total, Salaj, Anul 2011, Numar, 77
Cabinete medicale de specialitate, Total, Salaj, Anul 2012, Numar, 80
Cabinete medicale de specialitate, Total, Salaj, Anul 2013, Numar, 82
Cabinete medicale de specialitate, Total, Salaj, Anul 2014, Numar, 86
Cabinete medicale de specialitate, Total, Salaj, Anul 2015, Numar, 94
Cabinete medicale de specialitate, Total, Salaj, Anul 2016, Numar, 100
Cabinete medicale de specialitate, Total, Salaj, Anul 2017, Numar, 108
Cabinete medicale de specialitate, Total, Regiunea CENTRU, Anul 2000, Numar, 173
Cabinete medicale de specialitate, Total, Regiunea CENTRU, Anul 2001, Numar, 187
Cabinete medicale de specialitate, Total, Regiunea CENTRU, Anul 2002, Numar, 193
Cabinete medicale de specialitate, Total, Regiunea CENTRU, Anul 2003, Numar, 737
Cabinete medicale de specialitate, Total, Regiunea CENTRU, Anul 2004, Numar, 767
Cabinete medicale de specialitate, Total, Regiunea CENTRU, Anul 2005, Numar, 785
Cabinete medicale de specialitate, Total, Regiunea CENTRU, Anul 2006, Numar, 840
Cabinete medicale de specialitate, Total, Regiunea CENTRU, Anul 2007, Numar, 1172
Cabinete medicale de specialitate, Total, Regiunea CENTRU, Anul 2008, Numar, 1228
Cabinete medicale de specialitate, Total, Regiunea CENTRU, Anul 2009, Numar, 1288
Cabinete medicale de specialitate, Total, Regiunea CENTRU, Anul 2010, Numar, 992
Cabinete medicale de specialitate, Total, Regiunea CENTRU, Anul 2011, Numar, 1014
Cabinete medicale de specialitate, Total, Regiunea CENTRU, Anul 2012, Numar, 1010
Cabinete medicale de specialitate, Total, Regiunea CENTRU, Anul 2013, Numar, 1007
Cabinete medicale de specialitate, Total, Regiunea CENTRU, Anul 2014, Numar, 1075
Cabinete medicale de specialitate, Total, Regiunea CENTRU, Anul 2015, Numar, 1145
Cabinete medicale de specialitate, Total, Regiunea CENTRU, Anul 2016, Numar, 1148
Cabinete medicale de specialitate, Total, Regiunea CENTRU, Anul 2017, Numar, 1221
Cabinete medicale de specialitate, Total, Alba, Anul 2003, Numar, 80
Cabinete medicale de specialitate, Total, Alba, Anul 2004, Numar, 81
Cabinete medicale de specialitate, Total, Alba, Anul 2005, Numar, 72
Cabinete medicale de specialitate, Total, Alba, Anul 2006, Numar, 105
Cabinete medicale de specialitate, Total, Alba, Anul 2007, Numar, 116
Cabinete medicale de specialitate, Total, Alba, Anul 2008, Numar, 82
Cabinete medicale de specialitate, Total, Alba, Anul 2009, Numar, 90
Cabinete medicale de specialitate, Total, Alba, Anul 2010, Numar, 93
Cabinete medicale de specialitate, Total, Alba, Anul 2011, Numar, 104
Cabinete medicale de specialitate, Total, Alba, Anul 2012, Numar, 104
Cabinete medicale de specialitate, Total, Alba, Anul 2013, Numar, 104
Cabinete medicale de specialitate, Total, Alba, Anul 2014, Numar, 116
Cabinete medicale de specialitate, Total, Alba, Anul 2015, Numar, 116
Cabinete medicale de specialitate, Total, Alba, Anul 2016, Numar, 116
Cabinete medicale de specialitate, Total, Alba, Anul 2017, Numar, 116
Cabinete medicale de specialitate, Total, Brasov, Anul 2000, Numar, 22
Cabinete medicale de specialitate, Total, Brasov, Anul 2001, Numar, 12
Cabinete medicale de specialitate, Total, Brasov, Anul 2002, Numar, 13
Cabinete medicale de specialitate, Total, Brasov, Anul 2003, Numar, 152
Cabinete medicale de specialitate, Total, Brasov, Anul 2004, Numar, 150
Cabinete medicale de specialitate, Total, Brasov, Anul 2005, Numar, 146
Cabinete medicale de specialitate, Total, Brasov, Anul 2006, Numar, 153
Cabinete medicale de specialitate, Total, Brasov, Anul 2007, Numar, 153
Cabinete medicale de specialitate, Total, Brasov, Anul 2008, Numar, 175
Cabinete medicale de specialitate, Total, Brasov, Anul 2009, Numar, 185
Cabinete medicale de specialitate, Total, Brasov, Anul 2010, Numar, 189
Cabinete medicale de specialitate, Total, Brasov, Anul 2011, Numar, 193
Cabinete medicale de specialitate, Total, Brasov, Anul 2012, Numar, 205
Cabinete medicale de specialitate, Total, Brasov, Anul 2013, Numar, 211
Cabinete medicale de specialitate, Total, Brasov, Anul 2014, Numar, 215
Cabinete medicale de specialitate, Total, Brasov, Anul 2015, Numar, 226
Cabinete medicale de specialitate, Total, Brasov, Anul 2016, Numar, 242
Cabinete medicale de specialitate, Total, Brasov, Anul 2017, Numar, 249
Cabinete medicale de specialitate, Total, Covasna, Anul 2000, Numar, 1
Cabinete medicale de specialitate, Total, Covasna, Anul 2001, Numar, 1
Cabinete medicale de specialitate, Total, Covasna, Anul 2002, Numar, 1
Cabinete medicale de specialitate, Total, Covasna, Anul 2003, Numar, 58
Cabinete medicale de specialitate, Total, Covasna, Anul 2004, Numar, 65
Cabinete medicale de specialitate, Total, Covasna, Anul 2005, Numar, 79
Cabinete medicale de specialitate, Total, Covasna, Anul 2006, Numar, 74
Cabinete medicale de specialitate, Total, Covasna, Anul 2007, Numar, 77
Cabinete medicale de specialitate, Total, Covasna, Anul 2008, Numar, 79
Cabinete medicale de specialitate, Total, Covasna, Anul 2009, Numar, 85
Cabinete medicale de specialitate, Total, Covasna, Anul 2010, Numar, 96
Cabinete medicale de specialitate, Total, Covasna, Anul 2011, Numar, 92
Cabinete medicale de specialitate, Total, Covasna, Anul 2012, Numar, 96
Cabinete medicale de specialitate, Total, Covasna, Anul 2013, Numar, 98
Cabinete medicale de specialitate, Total, Covasna, Anul 2014, Numar, 97
Cabinete medicale de specialitate, Total, Covasna, Anul 2015, Numar, 97
Cabinete medicale de specialitate, Total, Covasna, Anul 2016, Numar, 96
Cabinete medicale de specialitate, Total, Covasna, Anul 2017, Numar, 93
Cabinete medicale de specialitate, Total, Harghita, Anul 2000, Numar, 78
Cabinete medicale de specialitate, Total, Harghita, Anul 2001, Numar, 100
Cabinete medicale de specialitate, Total, Harghita, Anul 2002, Numar, 108
Cabinete medicale de specialitate, Total, Harghita, Anul 2003, Numar, 129
Cabinete medicale de specialitate, Total, Harghita, Anul 2004, Numar, 133
Cabinete medicale de specialitate, Total, Harghita, Anul 2005, Numar, 138
Cabinete medicale de specialitate, Total, Harghita, Anul 2006, Numar, 136
Cabinete medicale de specialitate, Total, Harghita, Anul 2007, Numar, 152
Cabinete medicale de specialitate, Total, Harghita, Anul 2008, Numar, 150
Cabinete medicale de specialitate, Total, Harghita, Anul 2009, Numar, 153
Cabinete medicale de specialitate, Total, Harghita, Anul 2010, Numar, 163
Cabinete medicale de specialitate, Total, Harghita, Anul 2011, Numar, 166
Cabinete medicale de specialitate, Total, Harghita, Anul 2012, Numar, 171
Cabinete medicale de specialitate, Total, Harghita, Anul 2013, Numar, 174
Cabinete medicale de specialitate, Total, Harghita, Anul 2014, Numar, 178
Cabinete medicale de specialitate, Total, Harghita, Anul 2015, Numar, 182
Cabinete medicale de specialitate, Total, Harghita, Anul 2016, Numar, 182
Cabinete medicale de specialitate, Total, Harghita, Anul 2017, Numar, 193
Cabinete medicale de specialitate, Total, Mures, Anul 2000, Numar, 56
Cabinete medicale de specialitate, Total, Mures, Anul 2001, Numar, 55
Cabinete medicale de specialitate, Total, Mures, Anul 2002, Numar, 53
Cabinete medicale de specialitate, Total, Mures, Anul 2003, Numar, 195
Cabinete medicale de specialitate, Total, Mures, Anul 2004, Numar, 212
Cabinete medicale de specialitate, Total, Mures, Anul 2005, Numar, 216
Cabinete medicale de specialitate, Total, Mures, Anul 2006, Numar, 237
Cabinete medicale de specialitate, Total, Mures, Anul 2007, Numar, 540
Cabinete medicale de specialitate, Total, Mures, Anul 2008, Numar, 592
Cabinete medicale de specialitate, Total, Mures, Anul 2009, Numar, 610
Cabinete medicale de specialitate, Total, Mures, Anul 2010, Numar, 279
Cabinete medicale de specialitate, Total, Mures, Anul 2011, Numar, 294
Cabinete medicale de specialitate, Total, Mures, Anul 2012, Numar, 268
Cabinete medicale de specialitate, Total, Mures, Anul 2013, Numar, 242
Cabinete medicale de specialitate, Total, Mures, Anul 2014, Numar, 277
Cabinete medicale de specialitate, Total, Mures, Anul 2015, Numar, 327
Cabinete medicale de specialitate, Total, Mures, Anul 2016, Numar, 311
Cabinete medicale de specialitate, Total, Mures, Anul 2017, Numar, 361
Cabinete medicale de specialitate, Total, Sibiu, Anul 2000, Numar, 16
Cabinete medicale de specialitate, Total, Sibiu, Anul 2001, Numar, 19
Cabinete medicale de specialitate, Total, Sibiu, Anul 2002, Numar, 18
Cabinete medicale de specialitate, Total, Sibiu, Anul 2003, Numar, 123
Cabinete medicale de specialitate, Total, Sibiu, Anul 2004, Numar, 126
Cabinete medicale de specialitate, Total, Sibiu, Anul 2005, Numar, 134
Cabinete medicale de specialitate, Total, Sibiu, Anul 2006, Numar, 135
Cabinete medicale de specialitate, Total, Sibiu, Anul 2007, Numar, 134
Cabinete medicale de specialitate, Total, Sibiu, Anul 2008, Numar, 150
Cabinete medicale de specialitate, Total, Sibiu, Anul 2009, Numar, 165
Cabinete medicale de specialitate, Total, Sibiu, Anul 2010, Numar, 172
Cabinete medicale de specialitate, Total, Sibiu, Anul 2011, Numar, 165
Cabinete medicale de specialitate, Total, Sibiu, Anul 2012, Numar, 166
Cabinete medicale de specialitate, Total, Sibiu, Anul 2013, Numar, 178
Cabinete medicale de specialitate, Total, Sibiu, Anul 2014, Numar, 192
Cabinete medicale de specialitate, Total, Sibiu, Anul 2015, Numar, 197
Cabinete medicale de specialitate, Total, Sibiu, Anul 2016, Numar, 201
Cabinete medicale de specialitate, Total, Sibiu, Anul 2017, Numar, 209
Cabinete medicale de specialitate, Total, MACROREGIUNEA DOI, Anul 2000, Numar, 279
Cabinete medicale de specialitate, Total, MACROREGIUNEA DOI, Anul 2001, Numar, 329
Cabinete medicale de specialitate, Total, MACROREGIUNEA DOI, Anul 2002, Numar, 216
Cabinete medicale de specialitate, Total, MACROREGIUNEA DOI, Anul 2003, Numar, 1380
Cabinete medicale de specialitate, Total, MACROREGIUNEA DOI, Anul 2004, Numar, 1534
Cabinete medicale de specialitate, Total, MACROREGIUNEA DOI, Anul 2005, Numar, 1538
Cabinete medicale de specialitate, Total, MACROREGIUNEA DOI, Anul 2006, Numar, 1844
Cabinete medicale de specialitate, Total, MACROREGIUNEA DOI, Anul 2007, Numar, 2172
Cabinete medicale de specialitate, Total, MACROREGIUNEA DOI, Anul 2008, Numar, 2546
Cabinete medicale de specialitate, Total, MACROREGIUNEA DOI, Anul 2009, Numar, 2792
Cabinete medicale de specialitate, Total, MACROREGIUNEA DOI, Anul 2010, Numar, 2274
Cabinete medicale de specialitate, Total, MACROREGIUNEA DOI, Anul 2011, Numar, 2315
Cabinete medicale de specialitate, Total, MACROREGIUNEA DOI, Anul 2012, Numar, 2361
Cabinete medicale de specialitate, Total, MACROREGIUNEA DOI, Anul 2013, Numar, 2477
Cabinete medicale de specialitate, Total, MACROREGIUNEA DOI, Anul 2014, Numar, 2671
Cabinete medicale de specialitate, Total, MACROREGIUNEA DOI, Anul 2015, Numar, 2951
Cabinete medicale de specialitate, Total, MACROREGIUNEA DOI, Anul 2016, Numar, 3035
Cabinete medicale de specialitate, Total, MACROREGIUNEA DOI, Anul 2017, Numar, 3079
Cabinete medicale de specialitate, Total, Regiunea NORD-EST, Anul 2000, Numar, 168
Cabinete medicale de specialitate, Total, Regiunea NORD-EST, Anul 2001, Numar, 220
Cabinete medicale de specialitate, Total, Regiunea NORD-EST, Anul 2002, Numar, 128
Cabinete medicale de specialitate, Total, Regiunea NORD-EST, Anul 2003, Numar, 702
Cabinete medicale de specialitate, Total, Regiunea NORD-EST, Anul 2004, Numar, 803
Cabinete medicale de specialitate, Total, Regiunea NORD-EST, Anul 2005, Numar, 784
Cabinete medicale de specialitate, Total, Regiunea NORD-EST, Anul 2006, Numar, 986
Cabinete medicale de specialitate, Total, Regiunea NORD-EST, Anul 2007, Numar, 1315
Cabinete medicale de specialitate, Total, Regiunea NORD-EST, Anul 2008, Numar, 1537
Cabinete medicale de specialitate, Total, Regiunea NORD-EST, Anul 2009, Numar, 1740
Cabinete medicale de specialitate, Total, Regiunea NORD-EST, Anul 2010, Numar, 1268
Cabinete medicale de specialitate, Total, Regiunea NORD-EST, Anul 2011, Numar, 1319
Cabinete medicale de specialitate, Total, Regiunea NORD-EST, Anul 2012, Numar, 1337
Cabinete medicale de specialitate, Total, Regiunea NORD-EST, Anul 2013, Numar, 1403
Cabinete medicale de specialitate, Total, Regiunea NORD-EST, Anul 2014, Numar, 1425
Cabinete medicale de specialitate, Total, Regiunea NORD-EST, Anul 2015, Numar, 1524
Cabinete medicale de specialitate, Total, Regiunea NORD-EST, Anul 2016, Numar, 1549
Cabinete medicale de specialitate, Total, Regiunea NORD-EST, Anul 2017, Numar, 1540
Cabinete medicale de specialitate, Total, Bacau, Anul 2003, Numar, 134
Cabinete medicale de specialitate, Total, Bacau, Anul 2004, Numar, 142
Cabinete medicale de specialitate, Total, Bacau, Anul 2005, Numar, 155
Cabinete medicale de specialitate, Total, Bacau, Anul 2006, Numar, 161
Cabinete medicale de specialitate, Total, Bacau, Anul 2007, Numar, 177
Cabinete medicale de specialitate, Total, Bacau, Anul 2008, Numar, 197
Cabinete medicale de specialitate, Total, Bacau, Anul 2009, Numar, 227
Cabinete medicale de specialitate, Total, Bacau, Anul 2010, Numar, 234
Cabinete medicale de specialitate, Total, Bacau, Anul 2011, Numar, 235
Cabinete medicale de specialitate, Total, Bacau, Anul 2012, Numar, 258
Cabinete medicale de specialitate, Total, Bacau, Anul 2013, Numar, 268
Cabinete medicale de specialitate, Total, Bacau, Anul 2014, Numar, 267
Cabinete medicale de specialitate, Total, Bacau, Anul 2015, Numar, 257
Cabinete medicale de specialitate, Total, Bacau, Anul 2016, Numar, 262
Cabinete medicale de specialitate, Total, Bacau, Anul 2017, Numar, 261
Cabinete medicale de specialitate, Total, Botosani, Anul 2003, Numar, 40
Cabinete medicale de specialitate, Total, Botosani, Anul 2004, Numar, 43
Cabinete medicale de specialitate, Total, Botosani, Anul 2005, Numar, 40
Cabinete medicale de specialitate, Total, Botosani, Anul 2006, Numar, 47
Cabinete medicale de specialitate, Total, Botosani, Anul 2007, Numar, 66
Cabinete medicale de specialitate, Total, Botosani, Anul 2008, Numar, 53
Cabinete medicale de specialitate, Total, Botosani, Anul 2009, Numar, 57
Cabinete medicale de specialitate, Total, Botosani, Anul 2010, Numar, 54
Cabinete medicale de specialitate, Total, Botosani, Anul 2011, Numar, 63
Cabinete medicale de specialitate, Total, Botosani, Anul 2012, Numar, 58
Cabinete medicale de specialitate, Total, Botosani, Anul 2013, Numar, 57
Cabinete medicale de specialitate, Total, Botosani, Anul 2014, Numar, 59
Cabinete medicale de specialitate, Total, Botosani, Anul 2015, Numar, 59
Cabinete medicale de specialitate, Total, Botosani, Anul 2016, Numar, 52
Cabinete medicale de specialitate, Total, Botosani, Anul 2017, Numar, 53
Cabinete medicale de specialitate, Total, Iasi, Anul 2000, Numar, 59
Cabinete medicale de specialitate, Total, Iasi, Anul 2001, Numar, 79
Cabinete medicale de specialitate, Total, Iasi, Anul 2002, Numar, 30
Cabinete medicale de specialitate, Total, Iasi, Anul 2003, Numar, 151
Cabinete medicale de specialitate, Total, Iasi, Anul 2004, Numar, 194
Cabinete medicale de specialitate, Total, Iasi, Anul 2005, Numar, 150
Cabinete medicale de specialitate, Total, Iasi, Anul 2006, Numar, 294
Cabinete medicale de specialitate, Total, Iasi, Anul 2007, Numar, 436
Cabinete medicale de specialitate, Total, Iasi, Anul 2008, Numar, 585
Cabinete medicale de specialitate, Total, Iasi, Anul 2009, Numar, 590
Cabinete medicale de specialitate, Total, Iasi, Anul 2010, Numar, 320
Cabinete medicale de specialitate, Total, Iasi, Anul 2011, Numar, 251
Cabinete medicale de specialitate, Total, Iasi, Anul 2012, Numar, 246
Cabinete medicale de specialitate, Total, Iasi, Anul 2013, Numar, 262
Cabinete medicale de specialitate, Total, Iasi, Anul 2014, Numar, 266
Cabinete medicale de specialitate, Total, Iasi, Anul 2015, Numar, 272
Cabinete medicale de specialitate, Total, Iasi, Anul 2016, Numar, 279
Cabinete medicale de specialitate, Total, Iasi, Anul 2017, Numar, 281
Cabinete medicale de specialitate, Total, Neamt, Anul 2000, Numar, 33
Cabinete medicale de specialitate, Total, Neamt, Anul 2001, Numar, 55
Cabinete medicale de specialitate, Total, Neamt, Anul 2002, Numar, 20
Cabinete medicale de specialitate, Total, Neamt, Anul 2003, Numar, 127
Cabinete medicale de specialitate, Total, Neamt, Anul 2004, Numar, 111
Cabinete medicale de specialitate, Total, Neamt, Anul 2005, Numar, 108
Cabinete medicale de specialitate, Total, Neamt, Anul 2006, Numar, 171
Cabinete medicale de specialitate, Total, Neamt, Anul 2007, Numar, 200
