Categorii de unitati sanitare , Forme de proprietate , Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar, Valoare
In spitale - total, Total, Regiunea CENTRU, Anul 2011, Numar, 15650
In spitale - total, Total, Regiunea CENTRU, Anul 2012, Numar, 15821
In spitale - total, Total, Regiunea CENTRU, Anul 2013, Numar, 16230
In spitale - total, Total, Regiunea CENTRU, Anul 2014, Numar, 16232
In spitale - total, Total, Regiunea CENTRU, Anul 2015, Numar, 16203
In spitale - total, Total, Regiunea CENTRU, Anul 2016, Numar, 16243
In spitale - total, Total, Regiunea CENTRU, Anul 2017, Numar, 16262
In spitale - total, Total, Alba, Anul 1997, Numar, 3104
In spitale - total, Total, Alba, Anul 1998, Numar, 3104
In spitale - total, Total, Alba, Anul 1999, Numar, 3020
In spitale - total, Total, Alba, Anul 2000, Numar, 2919
In spitale - total, Total, Alba, Anul 2001, Numar, 2927
In spitale - total, Total, Alba, Anul 2002, Numar, 2859
In spitale - total, Total, Alba, Anul 2003, Numar, 2326
In spitale - total, Total, Alba, Anul 2004, Numar, 2326
In spitale - total, Total, Alba, Anul 2005, Numar, 2469
In spitale - total, Total, Alba, Anul 2006, Numar, 2419
In spitale - total, Total, Alba, Anul 2007, Numar, 2441
In spitale - total, Total, Alba, Anul 2008, Numar, 2446
In spitale - total, Total, Alba, Anul 2009, Numar, 2456
In spitale - total, Total, Alba, Anul 2010, Numar, 2098
In spitale - total, Total, Alba, Anul 2011, Numar, 2038
In spitale - total, Total, Alba, Anul 2012, Numar, 2058
In spitale - total, Total, Alba, Anul 2013, Numar, 2090
In spitale - total, Total, Alba, Anul 2014, Numar, 2088
In spitale - total, Total, Alba, Anul 2015, Numar, 2081
In spitale - total, Total, Alba, Anul 2016, Numar, 2081
In spitale - total, Total, Alba, Anul 2017, Numar, 2081
In spitale - total, Total, Brasov, Anul 1997, Numar, 4240
In spitale - total, Total, Brasov, Anul 1998, Numar, 4190
In spitale - total, Total, Brasov, Anul 1999, Numar, 4190
In spitale - total, Total, Brasov, Anul 2000, Numar, 4513
In spitale - total, Total, Brasov, Anul 2001, Numar, 4508
In spitale - total, Total, Brasov, Anul 2002, Numar, 4489
In spitale - total, Total, Brasov, Anul 2003, Numar, 4082
In spitale - total, Total, Brasov, Anul 2004, Numar, 4091
In spitale - total, Total, Brasov, Anul 2005, Numar, 4076
In spitale - total, Total, Brasov, Anul 2006, Numar, 4057
In spitale - total, Total, Brasov, Anul 2007, Numar, 3707
In spitale - total, Total, Brasov, Anul 2008, Numar, 3593
In spitale - total, Total, Brasov, Anul 2009, Numar, 3675
In spitale - total, Total, Brasov, Anul 2010, Numar, 3295
In spitale - total, Total, Brasov, Anul 2011, Numar, 3242
In spitale - total, Total, Brasov, Anul 2012, Numar, 3308
In spitale - total, Total, Brasov, Anul 2013, Numar, 3519
In spitale - total, Total, Brasov, Anul 2014, Numar, 3571
In spitale - total, Total, Brasov, Anul 2015, Numar, 3581
In spitale - total, Total, Brasov, Anul 2016, Numar, 3614
In spitale - total, Total, Brasov, Anul 2017, Numar, 3638
In spitale - total, Total, Covasna, Anul 1997, Numar, 2185
In spitale - total, Total, Covasna, Anul 1998, Numar, 2185
In spitale - total, Total, Covasna, Anul 1999, Numar, 2286
In spitale - total, Total, Covasna, Anul 2000, Numar, 2286
In spitale - total, Total, Covasna, Anul 2001, Numar, 2286
In spitale - total, Total, Covasna, Anul 2002, Numar, 2068
In spitale - total, Total, Covasna, Anul 2003, Numar, 1998
In spitale - total, Total, Covasna, Anul 2004, Numar, 2003
In spitale - total, Total, Covasna, Anul 2005, Numar, 2003
In spitale - total, Total, Covasna, Anul 2006, Numar, 2016
In spitale - total, Total, Covasna, Anul 2007, Numar, 1987
In spitale - total, Total, Covasna, Anul 2008, Numar, 1987
In spitale - total, Total, Covasna, Anul 2009, Numar, 1953
In spitale - total, Total, Covasna, Anul 2010, Numar, 1763
In spitale - total, Total, Covasna, Anul 2011, Numar, 1824
In spitale - total, Total, Covasna, Anul 2012, Numar, 1824
In spitale - total, Total, Covasna, Anul 2013, Numar, 1824
In spitale - total, Total, Covasna, Anul 2014, Numar, 1824
In spitale - total, Total, Covasna, Anul 2015, Numar, 1820
In spitale - total, Total, Covasna, Anul 2016, Numar, 1810
In spitale - total, Total, Covasna, Anul 2017, Numar, 1810
In spitale - total, Total, Harghita, Anul 1997, Numar, 2968
In spitale - total, Total, Harghita, Anul 1998, Numar, 2968
In spitale - total, Total, Harghita, Anul 1999, Numar, 2968
In spitale - total, Total, Harghita, Anul 2000, Numar, 2983
In spitale - total, Total, Harghita, Anul 2001, Numar, 2983
In spitale - total, Total, Harghita, Anul 2002, Numar, 2611
In spitale - total, Total, Harghita, Anul 2003, Numar, 2232
In spitale - total, Total, Harghita, Anul 2004, Numar, 2232
In spitale - total, Total, Harghita, Anul 2005, Numar, 2232
In spitale - total, Total, Harghita, Anul 2006, Numar, 2232
In spitale - total, Total, Harghita, Anul 2007, Numar, 2133
In spitale - total, Total, Harghita, Anul 2008, Numar, 2148
In spitale - total, Total, Harghita, Anul 2009, Numar, 2148
In spitale - total, Total, Harghita, Anul 2010, Numar, 1920
In spitale - total, Total, Harghita, Anul 2011, Numar, 1925
In spitale - total, Total, Harghita, Anul 2012, Numar, 1925
In spitale - total, Total, Harghita, Anul 2013, Numar, 1925
In spitale - total, Total, Harghita, Anul 2014, Numar, 1925
In spitale - total, Total, Harghita, Anul 2015, Numar, 1897
In spitale - total, Total, Harghita, Anul 2016, Numar, 1897
In spitale - total, Total, Harghita, Anul 2017, Numar, 1911
In spitale - total, Total, Mures, Anul 1997, Numar, 5088
In spitale - total, Total, Mures, Anul 1998, Numar, 5086
In spitale - total, Total, Mures, Anul 1999, Numar, 5077
In spitale - total, Total, Mures, Anul 2000, Numar, 5027
In spitale - total, Total, Mures, Anul 2001, Numar, 5022
In spitale - total, Total, Mures, Anul 2002, Numar, 4788
In spitale - total, Total, Mures, Anul 2003, Numar, 4158
In spitale - total, Total, Mures, Anul 2004, Numar, 4173
In spitale - total, Total, Mures, Anul 2005, Numar, 4173
In spitale - total, Total, Mures, Anul 2006, Numar, 4173
In spitale - total, Total, Mures, Anul 2007, Numar, 4234
In spitale - total, Total, Mures, Anul 2008, Numar, 4211
In spitale - total, Total, Mures, Anul 2009, Numar, 4191
In spitale - total, Total, Mures, Anul 2010, Numar, 4001
In spitale - total, Total, Mures, Anul 2011, Numar, 4042
In spitale - total, Total, Mures, Anul 2012, Numar, 4051
In spitale - total, Total, Mures, Anul 2013, Numar, 4064
In spitale - total, Total, Mures, Anul 2014, Numar, 4046
In spitale - total, Total, Mures, Anul 2015, Numar, 4046
In spitale - total, Total, Mures, Anul 2016, Numar, 4063
In spitale - total, Total, Mures, Anul 2017, Numar, 4044
In spitale - total, Total, Sibiu, Anul 1997, Numar, 3538
In spitale - total, Total, Sibiu, Anul 1998, Numar, 3504
In spitale - total, Total, Sibiu, Anul 1999, Numar, 3513
In spitale - total, Total, Sibiu, Anul 2000, Numar, 3723
In spitale - total, Total, Sibiu, Anul 2001, Numar, 3725
In spitale - total, Total, Sibiu, Anul 2002, Numar, 3491
In spitale - total, Total, Sibiu, Anul 2003, Numar, 3019
In spitale - total, Total, Sibiu, Anul 2004, Numar, 3022
In spitale - total, Total, Sibiu, Anul 2005, Numar, 3032
In spitale - total, Total, Sibiu, Anul 2006, Numar, 2964
In spitale - total, Total, Sibiu, Anul 2007, Numar, 2991
In spitale - total, Total, Sibiu, Anul 2008, Numar, 2853
In spitale - total, Total, Sibiu, Anul 2009, Numar, 2896
In spitale - total, Total, Sibiu, Anul 2010, Numar, 2681
In spitale - total, Total, Sibiu, Anul 2011, Numar, 2579
In spitale - total, Total, Sibiu, Anul 2012, Numar, 2655
In spitale - total, Total, Sibiu, Anul 2013, Numar, 2808
In spitale - total, Total, Sibiu, Anul 2014, Numar, 2778
In spitale - total, Total, Sibiu, Anul 2015, Numar, 2778
In spitale - total, Total, Sibiu, Anul 2016, Numar, 2778
In spitale - total, Total, Sibiu, Anul 2017, Numar, 2778
In spitale - total, Total, MACROREGIUNEA DOI, Anul 1997, Numar, 43879
In spitale - total, Total, MACROREGIUNEA DOI, Anul 1998, Numar, 43455
In spitale - total, Total, MACROREGIUNEA DOI, Anul 1999, Numar, 43363
In spitale - total, Total, MACROREGIUNEA DOI, Anul 2000, Numar, 43576
In spitale - total, Total, MACROREGIUNEA DOI, Anul 2001, Numar, 43737
In spitale - total, Total, MACROREGIUNEA DOI, Anul 2002, Numar, 41860
In spitale - total, Total, MACROREGIUNEA DOI, Anul 2003, Numar, 36813
In spitale - total, Total, MACROREGIUNEA DOI, Anul 2004, Numar, 36905
In spitale - total, Total, MACROREGIUNEA DOI, Anul 2005, Numar, 37089
In spitale - total, Total, MACROREGIUNEA DOI, Anul 2006, Numar, 37019
In spitale - total, Total, MACROREGIUNEA DOI, Anul 2007, Numar, 36217
In spitale - total, Total, MACROREGIUNEA DOI, Anul 2008, Numar, 36195
In spitale - total, Total, MACROREGIUNEA DOI, Anul 2009, Numar, 36322
In spitale - total, Total, MACROREGIUNEA DOI, Anul 2010, Numar, 33911
In spitale - total, Total, MACROREGIUNEA DOI, Anul 2011, Numar, 33056
In spitale - total, Total, MACROREGIUNEA DOI, Anul 2012, Numar, 33408
In spitale - total, Total, MACROREGIUNEA DOI, Anul 2013, Numar, 33538
In spitale - total, Total, MACROREGIUNEA DOI, Anul 2014, Numar, 33863
In spitale - total, Total, MACROREGIUNEA DOI, Anul 2015, Numar, 34178
In spitale - total, Total, MACROREGIUNEA DOI, Anul 2016, Numar, 34077
In spitale - total, Total, MACROREGIUNEA DOI, Anul 2017, Numar, 34068
In spitale - total, Total, Regiunea NORD-EST, Anul 1997, Numar, 26390
In spitale - total, Total, Regiunea NORD-EST, Anul 1998, Numar, 26089
In spitale - total, Total, Regiunea NORD-EST, Anul 1999, Numar, 25998
In spitale - total, Total, Regiunea NORD-EST, Anul 2000, Numar, 25518
In spitale - total, Total, Regiunea NORD-EST, Anul 2001, Numar, 25723
In spitale - total, Total, Regiunea NORD-EST, Anul 2002, Numar, 24600
In spitale - total, Total, Regiunea NORD-EST, Anul 2003, Numar, 21327
In spitale - total, Total, Regiunea NORD-EST, Anul 2004, Numar, 21422
In spitale - total, Total, Regiunea NORD-EST, Anul 2005, Numar, 21611
In spitale - total, Total, Regiunea NORD-EST, Anul 2006, Numar, 21638
In spitale - total, Total, Regiunea NORD-EST, Anul 2007, Numar, 21320
In spitale - total, Total, Regiunea NORD-EST, Anul 2008, Numar, 21297
In spitale - total, Total, Regiunea NORD-EST, Anul 2009, Numar, 21388
In spitale - total, Total, Regiunea NORD-EST, Anul 2010, Numar, 20191
In spitale - total, Total, Regiunea NORD-EST, Anul 2011, Numar, 19566
In spitale - total, Total, Regiunea NORD-EST, Anul 2012, Numar, 19907
In spitale - total, Total, Regiunea NORD-EST, Anul 2013, Numar, 19958
In spitale - total, Total, Regiunea NORD-EST, Anul 2014, Numar, 20127
In spitale - total, Total, Regiunea NORD-EST, Anul 2015, Numar, 20286
In spitale - total, Total, Regiunea NORD-EST, Anul 2016, Numar, 20165
In spitale - total, Total, Regiunea NORD-EST, Anul 2017, Numar, 20162
In spitale - total, Total, Bacau, Anul 1997, Numar, 3753
In spitale - total, Total, Bacau, Anul 1998, Numar, 3837
In spitale - total, Total, Bacau, Anul 1999, Numar, 3845
In spitale - total, Total, Bacau, Anul 2000, Numar, 3804
In spitale - total, Total, Bacau, Anul 2001, Numar, 4128
In spitale - total, Total, Bacau, Anul 2002, Numar, 3774
In spitale - total, Total, Bacau, Anul 2003, Numar, 3165
In spitale - total, Total, Bacau, Anul 2004, Numar, 3247
In spitale - total, Total, Bacau, Anul 2005, Numar, 3270
In spitale - total, Total, Bacau, Anul 2006, Numar, 3365
In spitale - total, Total, Bacau, Anul 2007, Numar, 3386
In spitale - total, Total, Bacau, Anul 2008, Numar, 3398
In spitale - total, Total, Bacau, Anul 2009, Numar, 3453
In spitale - total, Total, Bacau, Anul 2010, Numar, 3213
In spitale - total, Total, Bacau, Anul 2011, Numar, 3131
In spitale - total, Total, Bacau, Anul 2012, Numar, 3163
In spitale - total, Total, Bacau, Anul 2013, Numar, 3163
In spitale - total, Total, Bacau, Anul 2014, Numar, 3246
In spitale - total, Total, Bacau, Anul 2015, Numar, 3246
In spitale - total, Total, Bacau, Anul 2016, Numar, 3244
In spitale - total, Total, Bacau, Anul 2017, Numar, 3249
In spitale - total, Total, Botosani, Anul 1997, Numar, 3534
In spitale - total, Total, Botosani, Anul 1998, Numar, 3564
In spitale - total, Total, Botosani, Anul 1999, Numar, 3564
In spitale - total, Total, Botosani, Anul 2000, Numar, 3519
In spitale - total, Total, Botosani, Anul 2001, Numar, 3519
In spitale - total, Total, Botosani, Anul 2002, Numar, 3300
In spitale - total, Total, Botosani, Anul 2003, Numar, 2637
In spitale - total, Total, Botosani, Anul 2004, Numar, 2637
In spitale - total, Total, Botosani, Anul 2005, Numar, 2667
In spitale - total, Total, Botosani, Anul 2006, Numar, 2587
In spitale - total, Total, Botosani, Anul 2007, Numar, 2580
In spitale - total, Total, Botosani, Anul 2008, Numar, 2609
In spitale - total, Total, Botosani, Anul 2009, Numar, 2604
In spitale - total, Total, Botosani, Anul 2010, Numar, 2318
In spitale - total, Total, Botosani, Anul 2011, Numar, 2193
In spitale - total, Total, Botosani, Anul 2012, Numar, 2191
In spitale - total, Total, Botosani, Anul 2013, Numar, 2191
In spitale - total, Total, Botosani, Anul 2014, Numar, 2191
In spitale - total, Total, Botosani, Anul 2015, Numar, 2191
In spitale - total, Total, Botosani, Anul 2016, Numar, 2191
In spitale - total, Total, Botosani, Anul 2017, Numar, 2191
In spitale - total, Total, Iasi, Anul 1997, Numar, 8446
In spitale - total, Total, Iasi, Anul 1998, Numar, 8031
In spitale - total, Total, Iasi, Anul 1999, Numar, 7942
In spitale - total, Total, Iasi, Anul 2000, Numar, 8007
In spitale - total, Total, Iasi, Anul 2001, Numar, 7913
In spitale - total, Total, Iasi, Anul 2002, Numar, 7902
In spitale - total, Total, Iasi, Anul 2003, Numar, 6838
In spitale - total, Total, Iasi, Anul 2004, Numar, 6855
In spitale - total, Total, Iasi, Anul 2005, Numar, 6870
