Categorii de unitati sanitare, Forme de proprietate , Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar, Valoare
Cabinete stomatologice, Total, Regiunea CENTRU, Anul 2001, Numar, 884
Cabinete stomatologice, Total, Regiunea CENTRU, Anul 2002, Numar, 956
Cabinete stomatologice, Total, Regiunea CENTRU, Anul 2003, Numar, 983
Cabinete stomatologice, Total, Regiunea CENTRU, Anul 2004, Numar, 1012
Cabinete stomatologice, Total, Regiunea CENTRU, Anul 2005, Numar, 1035
Cabinete stomatologice, Total, Regiunea CENTRU, Anul 2006, Numar, 1126
Cabinete stomatologice, Total, Regiunea CENTRU, Anul 2007, Numar, 1177
Cabinete stomatologice, Total, Regiunea CENTRU, Anul 2008, Numar, 1234
Cabinete stomatologice, Total, Regiunea CENTRU, Anul 2009, Numar, 1304
Cabinete stomatologice, Total, Regiunea CENTRU, Anul 2010, Numar, 1342
Cabinete stomatologice, Total, Regiunea CENTRU, Anul 2011, Numar, 1404
Cabinete stomatologice, Total, Regiunea CENTRU, Anul 2012, Numar, 1415
Cabinete stomatologice, Total, Regiunea CENTRU, Anul 2013, Numar, 1501
Cabinete stomatologice, Total, Regiunea CENTRU, Anul 2014, Numar, 1575
Cabinete stomatologice, Total, Regiunea CENTRU, Anul 2015, Numar, 1631
Cabinete stomatologice, Total, Regiunea CENTRU, Anul 2016, Numar, 1634
Cabinete stomatologice, Total, Regiunea CENTRU, Anul 2017, Numar, 1655
Cabinete stomatologice, Total, Alba, Anul 1997, Numar, 67
Cabinete stomatologice, Total, Alba, Anul 1998, Numar, 77
Cabinete stomatologice, Total, Alba, Anul 1999, Numar, 70
Cabinete stomatologice, Total, Alba, Anul 2000, Numar, 120
Cabinete stomatologice, Total, Alba, Anul 2001, Numar, 138
Cabinete stomatologice, Total, Alba, Anul 2002, Numar, 134
Cabinete stomatologice, Total, Alba, Anul 2003, Numar, 130
Cabinete stomatologice, Total, Alba, Anul 2004, Numar, 154
Cabinete stomatologice, Total, Alba, Anul 2005, Numar, 133
Cabinete stomatologice, Total, Alba, Anul 2006, Numar, 151
Cabinete stomatologice, Total, Alba, Anul 2007, Numar, 141
Cabinete stomatologice, Total, Alba, Anul 2008, Numar, 140
Cabinete stomatologice, Total, Alba, Anul 2009, Numar, 151
Cabinete stomatologice, Total, Alba, Anul 2010, Numar, 172
Cabinete stomatologice, Total, Alba, Anul 2011, Numar, 168
Cabinete stomatologice, Total, Alba, Anul 2012, Numar, 167
Cabinete stomatologice, Total, Alba, Anul 2013, Numar, 167
Cabinete stomatologice, Total, Alba, Anul 2014, Numar, 179
Cabinete stomatologice, Total, Alba, Anul 2015, Numar, 179
Cabinete stomatologice, Total, Alba, Anul 2016, Numar, 180
Cabinete stomatologice, Total, Alba, Anul 2017, Numar, 144
Cabinete stomatologice, Total, Brasov, Anul 1997, Numar, 153
Cabinete stomatologice, Total, Brasov, Anul 1998, Numar, 145
Cabinete stomatologice, Total, Brasov, Anul 1999, Numar, 155
Cabinete stomatologice, Total, Brasov, Anul 2000, Numar, 276
Cabinete stomatologice, Total, Brasov, Anul 2001, Numar, 284
Cabinete stomatologice, Total, Brasov, Anul 2002, Numar, 300
Cabinete stomatologice, Total, Brasov, Anul 2003, Numar, 301
Cabinete stomatologice, Total, Brasov, Anul 2004, Numar, 288
Cabinete stomatologice, Total, Brasov, Anul 2005, Numar, 287
Cabinete stomatologice, Total, Brasov, Anul 2006, Numar, 289
Cabinete stomatologice, Total, Brasov, Anul 2007, Numar, 294
Cabinete stomatologice, Total, Brasov, Anul 2008, Numar, 301
Cabinete stomatologice, Total, Brasov, Anul 2009, Numar, 320
Cabinete stomatologice, Total, Brasov, Anul 2010, Numar, 327
Cabinete stomatologice, Total, Brasov, Anul 2011, Numar, 337
Cabinete stomatologice, Total, Brasov, Anul 2012, Numar, 338
Cabinete stomatologice, Total, Brasov, Anul 2013, Numar, 358
Cabinete stomatologice, Total, Brasov, Anul 2014, Numar, 359
Cabinete stomatologice, Total, Brasov, Anul 2015, Numar, 363
Cabinete stomatologice, Total, Brasov, Anul 2016, Numar, 374
Cabinete stomatologice, Total, Brasov, Anul 2017, Numar, 382
Cabinete stomatologice, Total, Covasna, Anul 1997, Numar, 22
Cabinete stomatologice, Total, Covasna, Anul 1998, Numar, 23
Cabinete stomatologice, Total, Covasna, Anul 1999, Numar, 18
Cabinete stomatologice, Total, Covasna, Anul 2000, Numar, 52
Cabinete stomatologice, Total, Covasna, Anul 2001, Numar, 50
Cabinete stomatologice, Total, Covasna, Anul 2002, Numar, 53
Cabinete stomatologice, Total, Covasna, Anul 2003, Numar, 65
Cabinete stomatologice, Total, Covasna, Anul 2004, Numar, 65
Cabinete stomatologice, Total, Covasna, Anul 2005, Numar, 67
Cabinete stomatologice, Total, Covasna, Anul 2006, Numar, 64
Cabinete stomatologice, Total, Covasna, Anul 2007, Numar, 71
Cabinete stomatologice, Total, Covasna, Anul 2008, Numar, 65
Cabinete stomatologice, Total, Covasna, Anul 2009, Numar, 68
Cabinete stomatologice, Total, Covasna, Anul 2010, Numar, 69
Cabinete stomatologice, Total, Covasna, Anul 2011, Numar, 72
Cabinete stomatologice, Total, Covasna, Anul 2012, Numar, 81
Cabinete stomatologice, Total, Covasna, Anul 2013, Numar, 85
Cabinete stomatologice, Total, Covasna, Anul 2014, Numar, 89
Cabinete stomatologice, Total, Covasna, Anul 2015, Numar, 89
Cabinete stomatologice, Total, Covasna, Anul 2016, Numar, 101
Cabinete stomatologice, Total, Covasna, Anul 2017, Numar, 95
Cabinete stomatologice, Total, Harghita, Anul 1997, Numar, 18
Cabinete stomatologice, Total, Harghita, Anul 1998, Numar, 20
Cabinete stomatologice, Total, Harghita, Anul 1999, Numar, 69
Cabinete stomatologice, Total, Harghita, Anul 2000, Numar, 67
Cabinete stomatologice, Total, Harghita, Anul 2001, Numar, 73
Cabinete stomatologice, Total, Harghita, Anul 2002, Numar, 75
Cabinete stomatologice, Total, Harghita, Anul 2003, Numar, 82
Cabinete stomatologice, Total, Harghita, Anul 2004, Numar, 83
Cabinete stomatologice, Total, Harghita, Anul 2005, Numar, 89
Cabinete stomatologice, Total, Harghita, Anul 2006, Numar, 107
Cabinete stomatologice, Total, Harghita, Anul 2007, Numar, 109
Cabinete stomatologice, Total, Harghita, Anul 2008, Numar, 116
Cabinete stomatologice, Total, Harghita, Anul 2009, Numar, 128
Cabinete stomatologice, Total, Harghita, Anul 2010, Numar, 137
Cabinete stomatologice, Total, Harghita, Anul 2011, Numar, 142
Cabinete stomatologice, Total, Harghita, Anul 2012, Numar, 148
Cabinete stomatologice, Total, Harghita, Anul 2013, Numar, 151
Cabinete stomatologice, Total, Harghita, Anul 2014, Numar, 158
Cabinete stomatologice, Total, Harghita, Anul 2015, Numar, 162
Cabinete stomatologice, Total, Harghita, Anul 2016, Numar, 164
Cabinete stomatologice, Total, Harghita, Anul 2017, Numar, 171
Cabinete stomatologice, Total, Mures, Anul 1997, Numar, 60
Cabinete stomatologice, Total, Mures, Anul 1998, Numar, 73
Cabinete stomatologice, Total, Mures, Anul 1999, Numar, 97
Cabinete stomatologice, Total, Mures, Anul 2000, Numar, 167
Cabinete stomatologice, Total, Mures, Anul 2001, Numar, 196
Cabinete stomatologice, Total, Mures, Anul 2002, Numar, 216
Cabinete stomatologice, Total, Mures, Anul 2003, Numar, 213
Cabinete stomatologice, Total, Mures, Anul 2004, Numar, 218
Cabinete stomatologice, Total, Mures, Anul 2005, Numar, 228
Cabinete stomatologice, Total, Mures, Anul 2006, Numar, 257
Cabinete stomatologice, Total, Mures, Anul 2007, Numar, 287
Cabinete stomatologice, Total, Mures, Anul 2008, Numar, 314
Cabinete stomatologice, Total, Mures, Anul 2009, Numar, 320
Cabinete stomatologice, Total, Mures, Anul 2010, Numar, 312
Cabinete stomatologice, Total, Mures, Anul 2011, Numar, 331
Cabinete stomatologice, Total, Mures, Anul 2012, Numar, 324
Cabinete stomatologice, Total, Mures, Anul 2013, Numar, 357
Cabinete stomatologice, Total, Mures, Anul 2014, Numar, 381
Cabinete stomatologice, Total, Mures, Anul 2015, Numar, 411
Cabinete stomatologice, Total, Mures, Anul 2016, Numar, 367
Cabinete stomatologice, Total, Mures, Anul 2017, Numar, 412
Cabinete stomatologice, Total, Sibiu, Anul 1997, Numar, 86
Cabinete stomatologice, Total, Sibiu, Anul 1998, Numar, 101
Cabinete stomatologice, Total, Sibiu, Anul 1999, Numar, 101
Cabinete stomatologice, Total, Sibiu, Anul 2000, Numar, 135
Cabinete stomatologice, Total, Sibiu, Anul 2001, Numar, 143
Cabinete stomatologice, Total, Sibiu, Anul 2002, Numar, 178
Cabinete stomatologice, Total, Sibiu, Anul 2003, Numar, 192
Cabinete stomatologice, Total, Sibiu, Anul 2004, Numar, 204
Cabinete stomatologice, Total, Sibiu, Anul 2005, Numar, 231
Cabinete stomatologice, Total, Sibiu, Anul 2006, Numar, 258
Cabinete stomatologice, Total, Sibiu, Anul 2007, Numar, 275
Cabinete stomatologice, Total, Sibiu, Anul 2008, Numar, 298
Cabinete stomatologice, Total, Sibiu, Anul 2009, Numar, 317
Cabinete stomatologice, Total, Sibiu, Anul 2010, Numar, 325
Cabinete stomatologice, Total, Sibiu, Anul 2011, Numar, 354
Cabinete stomatologice, Total, Sibiu, Anul 2012, Numar, 357
Cabinete stomatologice, Total, Sibiu, Anul 2013, Numar, 383
Cabinete stomatologice, Total, Sibiu, Anul 2014, Numar, 409
Cabinete stomatologice, Total, Sibiu, Anul 2015, Numar, 427
Cabinete stomatologice, Total, Sibiu, Anul 2016, Numar, 448
Cabinete stomatologice, Total, Sibiu, Anul 2017, Numar, 451
Cabinete stomatologice, Total, MACROREGIUNEA DOI, Anul 1997, Numar, 632
Cabinete stomatologice, Total, MACROREGIUNEA DOI, Anul 1998, Numar, 699
Cabinete stomatologice, Total, MACROREGIUNEA DOI, Anul 1999, Numar, 709
Cabinete stomatologice, Total, MACROREGIUNEA DOI, Anul 2000, Numar, 1637
Cabinete stomatologice, Total, MACROREGIUNEA DOI, Anul 2001, Numar, 1826
Cabinete stomatologice, Total, MACROREGIUNEA DOI, Anul 2002, Numar, 2002
Cabinete stomatologice, Total, MACROREGIUNEA DOI, Anul 2003, Numar, 2193
Cabinete stomatologice, Total, MACROREGIUNEA DOI, Anul 2004, Numar, 2362
Cabinete stomatologice, Total, MACROREGIUNEA DOI, Anul 2005, Numar, 2441
Cabinete stomatologice, Total, MACROREGIUNEA DOI, Anul 2006, Numar, 2661
Cabinete stomatologice, Total, MACROREGIUNEA DOI, Anul 2007, Numar, 2808
Cabinete stomatologice, Total, MACROREGIUNEA DOI, Anul 2008, Numar, 2977
Cabinete stomatologice, Total, MACROREGIUNEA DOI, Anul 2009, Numar, 3115
Cabinete stomatologice, Total, MACROREGIUNEA DOI, Anul 2010, Numar, 3060
Cabinete stomatologice, Total, MACROREGIUNEA DOI, Anul 2011, Numar, 3195
Cabinete stomatologice, Total, MACROREGIUNEA DOI, Anul 2012, Numar, 3246
Cabinete stomatologice, Total, MACROREGIUNEA DOI, Anul 2013, Numar, 3365
Cabinete stomatologice, Total, MACROREGIUNEA DOI, Anul 2014, Numar, 3525
Cabinete stomatologice, Total, MACROREGIUNEA DOI, Anul 2015, Numar, 3649
Cabinete stomatologice, Total, MACROREGIUNEA DOI, Anul 2016, Numar, 3544
Cabinete stomatologice, Total, MACROREGIUNEA DOI, Anul 2017, Numar, 3801
Cabinete stomatologice, Total, Regiunea NORD-EST, Anul 1997, Numar, 288
Cabinete stomatologice, Total, Regiunea NORD-EST, Anul 1998, Numar, 322
Cabinete stomatologice, Total, Regiunea NORD-EST, Anul 1999, Numar, 327
Cabinete stomatologice, Total, Regiunea NORD-EST, Anul 2000, Numar, 840
Cabinete stomatologice, Total, Regiunea NORD-EST, Anul 2001, Numar, 970
Cabinete stomatologice, Total, Regiunea NORD-EST, Anul 2002, Numar, 1074
Cabinete stomatologice, Total, Regiunea NORD-EST, Anul 2003, Numar, 1201
Cabinete stomatologice, Total, Regiunea NORD-EST, Anul 2004, Numar, 1297
Cabinete stomatologice, Total, Regiunea NORD-EST, Anul 2005, Numar, 1334
Cabinete stomatologice, Total, Regiunea NORD-EST, Anul 2006, Numar, 1489
Cabinete stomatologice, Total, Regiunea NORD-EST, Anul 2007, Numar, 1582
Cabinete stomatologice, Total, Regiunea NORD-EST, Anul 2008, Numar, 1708
Cabinete stomatologice, Total, Regiunea NORD-EST, Anul 2009, Numar, 1781
Cabinete stomatologice, Total, Regiunea NORD-EST, Anul 2010, Numar, 1693
Cabinete stomatologice, Total, Regiunea NORD-EST, Anul 2011, Numar, 1761
Cabinete stomatologice, Total, Regiunea NORD-EST, Anul 2012, Numar, 1796
Cabinete stomatologice, Total, Regiunea NORD-EST, Anul 2013, Numar, 1829
Cabinete stomatologice, Total, Regiunea NORD-EST, Anul 2014, Numar, 1883
Cabinete stomatologice, Total, Regiunea NORD-EST, Anul 2015, Numar, 1944
Cabinete stomatologice, Total, Regiunea NORD-EST, Anul 2016, Numar, 1954
Cabinete stomatologice, Total, Regiunea NORD-EST, Anul 2017, Numar, 1993
Cabinete stomatologice, Total, Bacau, Anul 1997, Numar, 72
Cabinete stomatologice, Total, Bacau, Anul 1998, Numar, 84
Cabinete stomatologice, Total, Bacau, Anul 1999, Numar, 97
Cabinete stomatologice, Total, Bacau, Anul 2000, Numar, 175
Cabinete stomatologice, Total, Bacau, Anul 2001, Numar, 191
Cabinete stomatologice, Total, Bacau, Anul 2002, Numar, 198
Cabinete stomatologice, Total, Bacau, Anul 2003, Numar, 223
Cabinete stomatologice, Total, Bacau, Anul 2004, Numar, 240
