Categorii de personal sanitar, Forme de proprietate , Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Farmacisti, Total, Total, Bihor, Anul 2017, Numar persoane, 565
Farmacisti, Total, Total, Bistrita-Nasaud, Anul 1997, Numar persoane, 84
Farmacisti, Total, Total, Bistrita-Nasaud, Anul 1998, Numar persoane, 81
Farmacisti, Total, Total, Bistrita-Nasaud, Anul 1999, Numar persoane, 77
Farmacisti, Total, Total, Bistrita-Nasaud, Anul 2000, Numar persoane, 99
Farmacisti, Total, Total, Bistrita-Nasaud, Anul 2001, Numar persoane, 111
Farmacisti, Total, Total, Bistrita-Nasaud, Anul 2002, Numar persoane, 101
Farmacisti, Total, Total, Bistrita-Nasaud, Anul 2003, Numar persoane, 111
Farmacisti, Total, Total, Bistrita-Nasaud, Anul 2004, Numar persoane, 115
Farmacisti, Total, Total, Bistrita-Nasaud, Anul 2005, Numar persoane, 129
Farmacisti, Total, Total, Bistrita-Nasaud, Anul 2006, Numar persoane, 127
Farmacisti, Total, Total, Bistrita-Nasaud, Anul 2007, Numar persoane, 124
Farmacisti, Total, Total, Bistrita-Nasaud, Anul 2008, Numar persoane, 129
Farmacisti, Total, Total, Bistrita-Nasaud, Anul 2009, Numar persoane, 134
Farmacisti, Total, Total, Bistrita-Nasaud, Anul 2010, Numar persoane, 135
Farmacisti, Total, Total, Bistrita-Nasaud, Anul 2011, Numar persoane, 125
Farmacisti, Total, Total, Bistrita-Nasaud, Anul 2012, Numar persoane, 128
Farmacisti, Total, Total, Bistrita-Nasaud, Anul 2013, Numar persoane, 130
Farmacisti, Total, Total, Bistrita-Nasaud, Anul 2014, Numar persoane, 148
Farmacisti, Total, Total, Bistrita-Nasaud, Anul 2015, Numar persoane, 161
Farmacisti, Total, Total, Bistrita-Nasaud, Anul 2016, Numar persoane, 163
Farmacisti, Total, Total, Bistrita-Nasaud, Anul 2017, Numar persoane, 163
Farmacisti, Total, Total, Cluj, Anul 1997, Numar persoane, 297
Farmacisti, Total, Total, Cluj, Anul 1998, Numar persoane, 353
Farmacisti, Total, Total, Cluj, Anul 1999, Numar persoane, 359
Farmacisti, Total, Total, Cluj, Anul 2000, Numar persoane, 502
Farmacisti, Total, Total, Cluj, Anul 2001, Numar persoane, 356
Farmacisti, Total, Total, Cluj, Anul 2002, Numar persoane, 301
Farmacisti, Total, Total, Cluj, Anul 2003, Numar persoane, 500
Farmacisti, Total, Total, Cluj, Anul 2004, Numar persoane, 598
Farmacisti, Total, Total, Cluj, Anul 2005, Numar persoane, 562
Farmacisti, Total, Total, Cluj, Anul 2006, Numar persoane, 535
Farmacisti, Total, Total, Cluj, Anul 2007, Numar persoane, 533
Farmacisti, Total, Total, Cluj, Anul 2008, Numar persoane, 537
Farmacisti, Total, Total, Cluj, Anul 2009, Numar persoane, 458
Farmacisti, Total, Total, Cluj, Anul 2010, Numar persoane, 455
Farmacisti, Total, Total, Cluj, Anul 2011, Numar persoane, 483
Farmacisti, Total, Total, Cluj, Anul 2012, Numar persoane, 495
Farmacisti, Total, Total, Cluj, Anul 2013, Numar persoane, 551
Farmacisti, Total, Total, Cluj, Anul 2014, Numar persoane, 595
Farmacisti, Total, Total, Cluj, Anul 2015, Numar persoane, 603
Farmacisti, Total, Total, Cluj, Anul 2016, Numar persoane, 545
Farmacisti, Total, Total, Cluj, Anul 2017, Numar persoane, 545
Farmacisti, Total, Total, Maramures, Anul 1997, Numar persoane, 107
Farmacisti, Total, Total, Maramures, Anul 1998, Numar persoane, 110
Farmacisti, Total, Total, Maramures, Anul 1999, Numar persoane, 104
Farmacisti, Total, Total, Maramures, Anul 2000, Numar persoane, 117
Farmacisti, Total, Total, Maramures, Anul 2001, Numar persoane, 136
Farmacisti, Total, Total, Maramures, Anul 2002, Numar persoane, 125
Farmacisti, Total, Total, Maramures, Anul 2003, Numar persoane, 134
Farmacisti, Total, Total, Maramures, Anul 2004, Numar persoane, 143
Farmacisti, Total, Total, Maramures, Anul 2005, Numar persoane, 151
Farmacisti, Total, Total, Maramures, Anul 2006, Numar persoane, 209
Farmacisti, Total, Total, Maramures, Anul 2007, Numar persoane, 211
Farmacisti, Total, Total, Maramures, Anul 2008, Numar persoane, 212
Farmacisti, Total, Total, Maramures, Anul 2009, Numar persoane, 241
Farmacisti, Total, Total, Maramures, Anul 2010, Numar persoane, 281
Farmacisti, Total, Total, Maramures, Anul 2011, Numar persoane, 300
Farmacisti, Total, Total, Maramures, Anul 2012, Numar persoane, 378
Farmacisti, Total, Total, Maramures, Anul 2013, Numar persoane, 414
Farmacisti, Total, Total, Maramures, Anul 2014, Numar persoane, 423
Farmacisti, Total, Total, Maramures, Anul 2015, Numar persoane, 429
Farmacisti, Total, Total, Maramures, Anul 2016, Numar persoane, 430
Farmacisti, Total, Total, Maramures, Anul 2017, Numar persoane, 446
Farmacisti, Total, Total, Satu Mare, Anul 1997, Numar persoane, 108
Farmacisti, Total, Total, Satu Mare, Anul 1998, Numar persoane, 109
Farmacisti, Total, Total, Satu Mare, Anul 1999, Numar persoane, 128
Farmacisti, Total, Total, Satu Mare, Anul 2000, Numar persoane, 106
Farmacisti, Total, Total, Satu Mare, Anul 2001, Numar persoane, 106
Farmacisti, Total, Total, Satu Mare, Anul 2002, Numar persoane, 97
Farmacisti, Total, Total, Satu Mare, Anul 2003, Numar persoane, 119
Farmacisti, Total, Total, Satu Mare, Anul 2004, Numar persoane, 128
Farmacisti, Total, Total, Satu Mare, Anul 2005, Numar persoane, 150
Farmacisti, Total, Total, Satu Mare, Anul 2006, Numar persoane, 156
Farmacisti, Total, Total, Satu Mare, Anul 2007, Numar persoane, 191
Farmacisti, Total, Total, Satu Mare, Anul 2008, Numar persoane, 196
Farmacisti, Total, Total, Satu Mare, Anul 2009, Numar persoane, 195
Farmacisti, Total, Total, Satu Mare, Anul 2010, Numar persoane, 204
Farmacisti, Total, Total, Satu Mare, Anul 2011, Numar persoane, 281
Farmacisti, Total, Total, Satu Mare, Anul 2012, Numar persoane, 336
Farmacisti, Total, Total, Satu Mare, Anul 2013, Numar persoane, 337
Farmacisti, Total, Total, Satu Mare, Anul 2014, Numar persoane, 287
Farmacisti, Total, Total, Satu Mare, Anul 2015, Numar persoane, 298
Farmacisti, Total, Total, Satu Mare, Anul 2016, Numar persoane, 297
Farmacisti, Total, Total, Satu Mare, Anul 2017, Numar persoane, 299
Farmacisti, Total, Total, Salaj, Anul 1997, Numar persoane, 65
Farmacisti, Total, Total, Salaj, Anul 1998, Numar persoane, 63
Farmacisti, Total, Total, Salaj, Anul 1999, Numar persoane, 63
Farmacisti, Total, Total, Salaj, Anul 2000, Numar persoane, 60
Farmacisti, Total, Total, Salaj, Anul 2001, Numar persoane, 66
Farmacisti, Total, Total, Salaj, Anul 2002, Numar persoane, 64
Farmacisti, Total, Total, Salaj, Anul 2003, Numar persoane, 72
Farmacisti, Total, Total, Salaj, Anul 2004, Numar persoane, 77
Farmacisti, Total, Total, Salaj, Anul 2005, Numar persoane, 83
Farmacisti, Total, Total, Salaj, Anul 2006, Numar persoane, 82
Farmacisti, Total, Total, Salaj, Anul 2007, Numar persoane, 94
Farmacisti, Total, Total, Salaj, Anul 2008, Numar persoane, 93
Farmacisti, Total, Total, Salaj, Anul 2009, Numar persoane, 95
Farmacisti, Total, Total, Salaj, Anul 2010, Numar persoane, 96
Farmacisti, Total, Total, Salaj, Anul 2011, Numar persoane, 121
Farmacisti, Total, Total, Salaj, Anul 2012, Numar persoane, 140
Farmacisti, Total, Total, Salaj, Anul 2013, Numar persoane, 159
Farmacisti, Total, Total, Salaj, Anul 2014, Numar persoane, 179
Farmacisti, Total, Total, Salaj, Anul 2015, Numar persoane, 189
Farmacisti, Total, Total, Salaj, Anul 2016, Numar persoane, 188
Farmacisti, Total, Total, Salaj, Anul 2017, Numar persoane, 195
Farmacisti, Total, Total, Regiunea CENTRU, Anul 1997, Numar persoane, 954
Farmacisti, Total, Total, Regiunea CENTRU, Anul 1998, Numar persoane, 964
Farmacisti, Total, Total, Regiunea CENTRU, Anul 1999, Numar persoane, 995
Farmacisti, Total, Total, Regiunea CENTRU, Anul 2000, Numar persoane, 1128
Farmacisti, Total, Total, Regiunea CENTRU, Anul 2001, Numar persoane, 1107
Farmacisti, Total, Total, Regiunea CENTRU, Anul 2002, Numar persoane, 1200
Farmacisti, Total, Total, Regiunea CENTRU, Anul 2003, Numar persoane, 1155
Farmacisti, Total, Total, Regiunea CENTRU, Anul 2004, Numar persoane, 1165
Farmacisti, Total, Total, Regiunea CENTRU, Anul 2005, Numar persoane, 1213
Farmacisti, Total, Total, Regiunea CENTRU, Anul 2006, Numar persoane, 1378
Farmacisti, Total, Total, Regiunea CENTRU, Anul 2007, Numar persoane, 1471
Farmacisti, Total, Total, Regiunea CENTRU, Anul 2008, Numar persoane, 1549
Farmacisti, Total, Total, Regiunea CENTRU, Anul 2009, Numar persoane, 1552
Farmacisti, Total, Total, Regiunea CENTRU, Anul 2010, Numar persoane, 1542
Farmacisti, Total, Total, Regiunea CENTRU, Anul 2011, Numar persoane, 1575
Farmacisti, Total, Total, Regiunea CENTRU, Anul 2012, Numar persoane, 1636
Farmacisti, Total, Total, Regiunea CENTRU, Anul 2013, Numar persoane, 1706
Farmacisti, Total, Total, Regiunea CENTRU, Anul 2014, Numar persoane, 1731
Farmacisti, Total, Total, Regiunea CENTRU, Anul 2015, Numar persoane, 1722
Farmacisti, Total, Total, Regiunea CENTRU, Anul 2016, Numar persoane, 1853
Farmacisti, Total, Total, Regiunea CENTRU, Anul 2017, Numar persoane, 1898
Farmacisti, Total, Total, Alba, Anul 1997, Numar persoane, 166
Farmacisti, Total, Total, Alba, Anul 1998, Numar persoane, 158
Farmacisti, Total, Total, Alba, Anul 1999, Numar persoane, 161
Farmacisti, Total, Total, Alba, Anul 2000, Numar persoane, 184
Farmacisti, Total, Total, Alba, Anul 2001, Numar persoane, 173
Farmacisti, Total, Total, Alba, Anul 2002, Numar persoane, 180
Farmacisti, Total, Total, Alba, Anul 2003, Numar persoane, 198
Farmacisti, Total, Total, Alba, Anul 2004, Numar persoane, 204
Farmacisti, Total, Total, Alba, Anul 2005, Numar persoane, 222
Farmacisti, Total, Total, Alba, Anul 2006, Numar persoane, 246
Farmacisti, Total, Total, Alba, Anul 2007, Numar persoane, 249
Farmacisti, Total, Total, Alba, Anul 2008, Numar persoane, 261
Farmacisti, Total, Total, Alba, Anul 2009, Numar persoane, 271
Farmacisti, Total, Total, Alba, Anul 2010, Numar persoane, 229
Farmacisti, Total, Total, Alba, Anul 2011, Numar persoane, 219
Farmacisti, Total, Total, Alba, Anul 2012, Numar persoane, 215
Farmacisti, Total, Total, Alba, Anul 2013, Numar persoane, 217
Farmacisti, Total, Total, Alba, Anul 2014, Numar persoane, 218
Farmacisti, Total, Total, Alba, Anul 2015, Numar persoane, 215
Farmacisti, Total, Total, Alba, Anul 2016, Numar persoane, 214
Farmacisti, Total, Total, Alba, Anul 2017, Numar persoane, 212
Farmacisti, Total, Total, Brasov, Anul 1997, Numar persoane, 209
Farmacisti, Total, Total, Brasov, Anul 1998, Numar persoane, 196
Farmacisti, Total, Total, Brasov, Anul 1999, Numar persoane, 204
Farmacisti, Total, Total, Brasov, Anul 2000, Numar persoane, 195
Farmacisti, Total, Total, Brasov, Anul 2001, Numar persoane, 180
Farmacisti, Total, Total, Brasov, Anul 2002, Numar persoane, 257
Farmacisti, Total, Total, Brasov, Anul 2003, Numar persoane, 253
Farmacisti, Total, Total, Brasov, Anul 2004, Numar persoane, 254
Farmacisti, Total, Total, Brasov, Anul 2005, Numar persoane, 261
Farmacisti, Total, Total, Brasov, Anul 2006, Numar persoane, 350
Farmacisti, Total, Total, Brasov, Anul 2007, Numar persoane, 352
Farmacisti, Total, Total, Brasov, Anul 2008, Numar persoane, 413
Farmacisti, Total, Total, Brasov, Anul 2009, Numar persoane, 399
Farmacisti, Total, Total, Brasov, Anul 2010, Numar persoane, 432
Farmacisti, Total, Total, Brasov, Anul 2011, Numar persoane, 472
Farmacisti, Total, Total, Brasov, Anul 2012, Numar persoane, 475
Farmacisti, Total, Total, Brasov, Anul 2013, Numar persoane, 496
Farmacisti, Total, Total, Brasov, Anul 2014, Numar persoane, 482
Farmacisti, Total, Total, Brasov, Anul 2015, Numar persoane, 476
Farmacisti, Total, Total, Brasov, Anul 2016, Numar persoane, 512
Farmacisti, Total, Total, Brasov, Anul 2017, Numar persoane, 512
Farmacisti, Total, Total, Covasna, Anul 1997, Numar persoane, 58
Farmacisti, Total, Total, Covasna, Anul 1998, Numar persoane, 57
Farmacisti, Total, Total, Covasna, Anul 1999, Numar persoane, 57
Farmacisti, Total, Total, Covasna, Anul 2000, Numar persoane, 63
Farmacisti, Total, Total, Covasna, Anul 2001, Numar persoane, 67
Farmacisti, Total, Total, Covasna, Anul 2002, Numar persoane, 68
Farmacisti, Total, Total, Covasna, Anul 2003, Numar persoane, 64
Farmacisti, Total, Total, Covasna, Anul 2004, Numar persoane, 75
Farmacisti, Total, Total, Covasna, Anul 2005, Numar persoane, 73
Farmacisti, Total, Total, Covasna, Anul 2006, Numar persoane, 71
Farmacisti, Total, Total, Covasna, Anul 2007, Numar persoane, 77
Farmacisti, Total, Total, Covasna, Anul 2008, Numar persoane, 91
Farmacisti, Total, Total, Covasna, Anul 2009, Numar persoane, 91
Farmacisti, Total, Total, Covasna, Anul 2010, Numar persoane, 90
Farmacisti, Total, Total, Covasna, Anul 2011, Numar persoane, 78
Farmacisti, Total, Total, Covasna, Anul 2012, Numar persoane, 76
Farmacisti, Total, Total, Covasna, Anul 2013, Numar persoane, 78
Farmacisti, Total, Total, Covasna, Anul 2014, Numar persoane, 79
Farmacisti, Total, Total, Covasna, Anul 2015, Numar persoane, 81
Farmacisti, Total, Total, Covasna, Anul 2016, Numar persoane, 140
Farmacisti, Total, Total, Covasna, Anul 2017, Numar persoane, 140
Farmacisti, Total, Total, Harghita, Anul 1997, Numar persoane, 84
Farmacisti, Total, Total, Harghita, Anul 1998, Numar persoane, 100
Farmacisti, Total, Total, Harghita, Anul 1999, Numar persoane, 61
Farmacisti, Total, Total, Harghita, Anul 2000, Numar persoane, 108
Farmacisti, Total, Total, Harghita, Anul 2001, Numar persoane, 102
Farmacisti, Total, Total, Harghita, Anul 2002, Numar persoane, 112
Farmacisti, Total, Total, Harghita, Anul 2003, Numar persoane, 113
Farmacisti, Total, Total, Harghita, Anul 2004, Numar persoane, 116
Farmacisti, Total, Total, Harghita, Anul 2005, Numar persoane, 137
Farmacisti, Total, Total, Harghita, Anul 2006, Numar persoane, 140
Farmacisti, Total, Total, Harghita, Anul 2007, Numar persoane, 139
Farmacisti, Total, Total, Harghita, Anul 2008, Numar persoane, 142
Farmacisti, Total, Total, Harghita, Anul 2009, Numar persoane, 165
Farmacisti, Total, Total, Harghita, Anul 2010, Numar persoane, 173
Farmacisti, Total, Total, Harghita, Anul 2011, Numar persoane, 181
Farmacisti, Total, Total, Harghita, Anul 2012, Numar persoane, 182
Farmacisti, Total, Total, Harghita, Anul 2013, Numar persoane, 184
Farmacisti, Total, Total, Harghita, Anul 2014, Numar persoane, 187
Farmacisti, Total, Total, Harghita, Anul 2015, Numar persoane, 193
Farmacisti, Total, Total, Harghita, Anul 2016, Numar persoane, 200
Farmacisti, Total, Total, Harghita, Anul 2017, Numar persoane, 218
Farmacisti, Total, Total, Mures, Anul 1997, Numar persoane, 289
Farmacisti, Total, Total, Mures, Anul 1998, Numar persoane, 308
Farmacisti, Total, Total, Mures, Anul 1999, Numar persoane, 361
Farmacisti, Total, Total, Mures, Anul 2000, Numar persoane, 372
Farmacisti, Total, Total, Mures, Anul 2001, Numar persoane, 393
Farmacisti, Total, Total, Mures, Anul 2002, Numar persoane, 392
Farmacisti, Total, Total, Mures, Anul 2003, Numar persoane, 340
Farmacisti, Total, Total, Mures, Anul 2004, Numar persoane, 333
Farmacisti, Total, Total, Mures, Anul 2005, Numar persoane, 316
Farmacisti, Total, Total, Mures, Anul 2006, Numar persoane, 328
Farmacisti, Total, Total, Mures, Anul 2007, Numar persoane, 407
Farmacisti, Total, Total, Mures, Anul 2008, Numar persoane, 402
Farmacisti, Total, Total, Mures, Anul 2009, Numar persoane, 389
Farmacisti, Total, Total, Mures, Anul 2010, Numar persoane, 384
Farmacisti, Total, Total, Mures, Anul 2011, Numar persoane, 391
Farmacisti, Total, Total, Mures, Anul 2012, Numar persoane, 397
Farmacisti, Total, Total, Mures, Anul 2013, Numar persoane, 422
Farmacisti, Total, Total, Mures, Anul 2014, Numar persoane, 423
Farmacisti, Total, Total, Mures, Anul 2015, Numar persoane, 411
Farmacisti, Total, Total, Mures, Anul 2016, Numar persoane, 416
Farmacisti, Total, Total, Mures, Anul 2017, Numar persoane, 418
Farmacisti, Total, Total, Sibiu, Anul 1997, Numar persoane, 148
Farmacisti, Total, Total, Sibiu, Anul 1998, Numar persoane, 145
Farmacisti, Total, Total, Sibiu, Anul 1999, Numar persoane, 151
Farmacisti, Total, Total, Sibiu, Anul 2000, Numar persoane, 206
Farmacisti, Total, Total, Sibiu, Anul 2001, Numar persoane, 192
Farmacisti, Total, Total, Sibiu, Anul 2002, Numar persoane, 191
Farmacisti, Total, Total, Sibiu, Anul 2003, Numar persoane, 187
Farmacisti, Total, Total, Sibiu, Anul 2004, Numar persoane, 183
Farmacisti, Total, Total, Sibiu, Anul 2005, Numar persoane, 204
Farmacisti, Total, Total, Sibiu, Anul 2006, Numar persoane, 243
Farmacisti, Total, Total, Sibiu, Anul 2007, Numar persoane, 247
Farmacisti, Total, Total, Sibiu, Anul 2008, Numar persoane, 240
Farmacisti, Total, Total, Sibiu, Anul 2009, Numar persoane, 237
Farmacisti, Total, Total, Sibiu, Anul 2010, Numar persoane, 234
Farmacisti, Total, Total, Sibiu, Anul 2011, Numar persoane, 234
Farmacisti, Total, Total, Sibiu, Anul 2012, Numar persoane, 291
Farmacisti, Total, Total, Sibiu, Anul 2013, Numar persoane, 309
Farmacisti, Total, Total, Sibiu, Anul 2014, Numar persoane, 342
Farmacisti, Total, Total, Sibiu, Anul 2015, Numar persoane, 346
Farmacisti, Total, Total, Sibiu, Anul 2016, Numar persoane, 371
Farmacisti, Total, Total, Sibiu, Anul 2017, Numar persoane, 398
Farmacisti, Total, Total, MACROREGIUNEA DOI, Anul 1997, Numar persoane, 1652
Farmacisti, Total, Total, MACROREGIUNEA DOI, Anul 1998, Numar persoane, 1719
Farmacisti, Total, Total, MACROREGIUNEA DOI, Anul 1999, Numar persoane, 1605
Farmacisti, Total, Total, MACROREGIUNEA DOI, Anul 2000, Numar persoane, 1741
Farmacisti, Total, Total, MACROREGIUNEA DOI, Anul 2001, Numar persoane, 1962
Farmacisti, Total, Total, MACROREGIUNEA DOI, Anul 2002, Numar persoane, 1990
Farmacisti, Total, Total, MACROREGIUNEA DOI, Anul 2003, Numar persoane, 2199
Farmacisti, Total, Total, MACROREGIUNEA DOI, Anul 2004, Numar persoane, 2432
Farmacisti, Total, Total, MACROREGIUNEA DOI, Anul 2005, Numar persoane, 2364
Farmacisti, Total, Total, MACROREGIUNEA DOI, Anul 2006, Numar persoane, 2435
Farmacisti, Total, Total, MACROREGIUNEA DOI, Anul 2007, Numar persoane, 2807
Farmacisti, Total, Total, MACROREGIUNEA DOI, Anul 2008, Numar persoane, 3055
Farmacisti, Total, Total, MACROREGIUNEA DOI, Anul 2009, Numar persoane, 3087
Farmacisti, Total, Total, MACROREGIUNEA DOI, Anul 2010, Numar persoane, 3177
Farmacisti, Total, Total, MACROREGIUNEA DOI, Anul 2011, Numar persoane, 3487
Farmacisti, Total, Total, MACROREGIUNEA DOI, Anul 2012, Numar persoane, 3854
Farmacisti, Total, Total, MACROREGIUNEA DOI, Anul 2013, Numar persoane, 4148
Farmacisti, Total, Total, MACROREGIUNEA DOI, Anul 2014, Numar persoane, 4395
Farmacisti, Total, Total, MACROREGIUNEA DOI, Anul 2015, Numar persoane, 4312
Farmacisti, Total, Total, MACROREGIUNEA DOI, Anul 2016, Numar persoane, 4586
Farmacisti, Total, Total, MACROREGIUNEA DOI, Anul 2017, Numar persoane, 4577
Farmacisti, Total, Total, Regiunea NORD-EST, Anul 1997, Numar persoane, 926
Farmacisti, Total, Total, Regiunea NORD-EST, Anul 1998, Numar persoane, 943
Farmacisti, Total, Total, Regiunea NORD-EST, Anul 1999, Numar persoane, 872
Farmacisti, Total, Total, Regiunea NORD-EST, Anul 2000, Numar persoane, 921
Farmacisti, Total, Total, Regiunea NORD-EST, Anul 2001, Numar persoane, 1090
Farmacisti, Total, Total, Regiunea NORD-EST, Anul 2002, Numar persoane, 1136
Farmacisti, Total, Total, Regiunea NORD-EST, Anul 2003, Numar persoane, 1273
Farmacisti, Total, Total, Regiunea NORD-EST, Anul 2004, Numar persoane, 1445
Farmacisti, Total, Total, Regiunea NORD-EST, Anul 2005, Numar persoane, 1378
