Categorii de personal sanitar, Forme de proprietate , Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Personal sanitar mediu, Total, Total, Cluj, Anul 1999, Numar persoane, 5221
Personal sanitar mediu, Total, Total, Cluj, Anul 2000, Numar persoane, 5020
Personal sanitar mediu, Total, Total, Cluj, Anul 2001, Numar persoane, 4814
Personal sanitar mediu, Total, Total, Cluj, Anul 2002, Numar persoane, 5101
Personal sanitar mediu, Total, Total, Cluj, Anul 2003, Numar persoane, 4829
Personal sanitar mediu, Total, Total, Cluj, Anul 2004, Numar persoane, 5137
Personal sanitar mediu, Total, Total, Cluj, Anul 2005, Numar persoane, 5229
Personal sanitar mediu, Total, Total, Cluj, Anul 2006, Numar persoane, 5446
Personal sanitar mediu, Total, Total, Cluj, Anul 2007, Numar persoane, 5611
Personal sanitar mediu, Total, Total, Cluj, Anul 2008, Numar persoane, 5578
Personal sanitar mediu, Total, Total, Cluj, Anul 2009, Numar persoane, 4894
Personal sanitar mediu, Total, Total, Cluj, Anul 2010, Numar persoane, 4551
Personal sanitar mediu, Total, Total, Cluj, Anul 2011, Numar persoane, 4520
Personal sanitar mediu, Total, Total, Cluj, Anul 2012, Numar persoane, 4373
Personal sanitar mediu, Total, Total, Cluj, Anul 2013, Numar persoane, 4420
Personal sanitar mediu, Total, Total, Cluj, Anul 2014, Numar persoane, 4918
Personal sanitar mediu, Total, Total, Cluj, Anul 2015, Numar persoane, 4864
Personal sanitar mediu, Total, Total, Cluj, Anul 2016, Numar persoane, 4649
Personal sanitar mediu, Total, Total, Cluj, Anul 2017, Numar persoane, 4803
Personal sanitar mediu, Total, Total, Maramures, Anul 1997, Numar persoane, 2852
Personal sanitar mediu, Total, Total, Maramures, Anul 1998, Numar persoane, 2918
Personal sanitar mediu, Total, Total, Maramures, Anul 1999, Numar persoane, 2953
Personal sanitar mediu, Total, Total, Maramures, Anul 2000, Numar persoane, 2802
Personal sanitar mediu, Total, Total, Maramures, Anul 2001, Numar persoane, 2915
Personal sanitar mediu, Total, Total, Maramures, Anul 2002, Numar persoane, 2875
Personal sanitar mediu, Total, Total, Maramures, Anul 2003, Numar persoane, 2953
Personal sanitar mediu, Total, Total, Maramures, Anul 2004, Numar persoane, 2876
Personal sanitar mediu, Total, Total, Maramures, Anul 2005, Numar persoane, 2912
Personal sanitar mediu, Total, Total, Maramures, Anul 2006, Numar persoane, 3152
Personal sanitar mediu, Total, Total, Maramures, Anul 2007, Numar persoane, 3227
Personal sanitar mediu, Total, Total, Maramures, Anul 2008, Numar persoane, 3307
Personal sanitar mediu, Total, Total, Maramures, Anul 2009, Numar persoane, 3248
Personal sanitar mediu, Total, Total, Maramures, Anul 2010, Numar persoane, 3271
Personal sanitar mediu, Total, Total, Maramures, Anul 2011, Numar persoane, 3556
Personal sanitar mediu, Total, Total, Maramures, Anul 2012, Numar persoane, 3562
Personal sanitar mediu, Total, Total, Maramures, Anul 2013, Numar persoane, 3712
Personal sanitar mediu, Total, Total, Maramures, Anul 2014, Numar persoane, 3803
Personal sanitar mediu, Total, Total, Maramures, Anul 2015, Numar persoane, 3935
Personal sanitar mediu, Total, Total, Maramures, Anul 2016, Numar persoane, 4071
Personal sanitar mediu, Total, Total, Maramures, Anul 2017, Numar persoane, 4148
Personal sanitar mediu, Total, Total, Satu Mare, Anul 1997, Numar persoane, 1978
Personal sanitar mediu, Total, Total, Satu Mare, Anul 1998, Numar persoane, 2032
Personal sanitar mediu, Total, Total, Satu Mare, Anul 1999, Numar persoane, 1947
Personal sanitar mediu, Total, Total, Satu Mare, Anul 2000, Numar persoane, 2022
Personal sanitar mediu, Total, Total, Satu Mare, Anul 2001, Numar persoane, 1853
Personal sanitar mediu, Total, Total, Satu Mare, Anul 2002, Numar persoane, 1887
Personal sanitar mediu, Total, Total, Satu Mare, Anul 2003, Numar persoane, 1823
Personal sanitar mediu, Total, Total, Satu Mare, Anul 2004, Numar persoane, 1841
Personal sanitar mediu, Total, Total, Satu Mare, Anul 2005, Numar persoane, 1839
Personal sanitar mediu, Total, Total, Satu Mare, Anul 2006, Numar persoane, 1860
Personal sanitar mediu, Total, Total, Satu Mare, Anul 2007, Numar persoane, 1941
Personal sanitar mediu, Total, Total, Satu Mare, Anul 2008, Numar persoane, 1907
Personal sanitar mediu, Total, Total, Satu Mare, Anul 2009, Numar persoane, 1794
Personal sanitar mediu, Total, Total, Satu Mare, Anul 2010, Numar persoane, 1857
Personal sanitar mediu, Total, Total, Satu Mare, Anul 2011, Numar persoane, 1802
Personal sanitar mediu, Total, Total, Satu Mare, Anul 2012, Numar persoane, 1744
Personal sanitar mediu, Total, Total, Satu Mare, Anul 2013, Numar persoane, 1761
Personal sanitar mediu, Total, Total, Satu Mare, Anul 2014, Numar persoane, 1645
Personal sanitar mediu, Total, Total, Satu Mare, Anul 2015, Numar persoane, 1716
Personal sanitar mediu, Total, Total, Satu Mare, Anul 2016, Numar persoane, 1732
Personal sanitar mediu, Total, Total, Satu Mare, Anul 2017, Numar persoane, 1751
Personal sanitar mediu, Total, Total, Salaj, Anul 1997, Numar persoane, 1425
Personal sanitar mediu, Total, Total, Salaj, Anul 1998, Numar persoane, 1437
Personal sanitar mediu, Total, Total, Salaj, Anul 1999, Numar persoane, 1328
Personal sanitar mediu, Total, Total, Salaj, Anul 2000, Numar persoane, 1310
Personal sanitar mediu, Total, Total, Salaj, Anul 2001, Numar persoane, 1255
Personal sanitar mediu, Total, Total, Salaj, Anul 2002, Numar persoane, 1243
Personal sanitar mediu, Total, Total, Salaj, Anul 2003, Numar persoane, 1219
Personal sanitar mediu, Total, Total, Salaj, Anul 2004, Numar persoane, 1201
Personal sanitar mediu, Total, Total, Salaj, Anul 2005, Numar persoane, 1216
Personal sanitar mediu, Total, Total, Salaj, Anul 2006, Numar persoane, 1187
Personal sanitar mediu, Total, Total, Salaj, Anul 2007, Numar persoane, 1349
Personal sanitar mediu, Total, Total, Salaj, Anul 2008, Numar persoane, 1419
Personal sanitar mediu, Total, Total, Salaj, Anul 2009, Numar persoane, 1427
Personal sanitar mediu, Total, Total, Salaj, Anul 2010, Numar persoane, 1334
Personal sanitar mediu, Total, Total, Salaj, Anul 2011, Numar persoane, 1303
Personal sanitar mediu, Total, Total, Salaj, Anul 2012, Numar persoane, 1115
Personal sanitar mediu, Total, Total, Salaj, Anul 2013, Numar persoane, 1095
Personal sanitar mediu, Total, Total, Salaj, Anul 2014, Numar persoane, 1094
Personal sanitar mediu, Total, Total, Salaj, Anul 2015, Numar persoane, 1132
Personal sanitar mediu, Total, Total, Salaj, Anul 2016, Numar persoane, 1211
Personal sanitar mediu, Total, Total, Salaj, Anul 2017, Numar persoane, 1238
Personal sanitar mediu, Total, Total, Regiunea CENTRU, Anul 1997, Numar persoane, 14970
Personal sanitar mediu, Total, Total, Regiunea CENTRU, Anul 1998, Numar persoane, 15136
Personal sanitar mediu, Total, Total, Regiunea CENTRU, Anul 1999, Numar persoane, 15008
Personal sanitar mediu, Total, Total, Regiunea CENTRU, Anul 2000, Numar persoane, 14463
Personal sanitar mediu, Total, Total, Regiunea CENTRU, Anul 2001, Numar persoane, 14333
Personal sanitar mediu, Total, Total, Regiunea CENTRU, Anul 2002, Numar persoane, 14849
Personal sanitar mediu, Total, Total, Regiunea CENTRU, Anul 2003, Numar persoane, 14254
Personal sanitar mediu, Total, Total, Regiunea CENTRU, Anul 2004, Numar persoane, 14443
Personal sanitar mediu, Total, Total, Regiunea CENTRU, Anul 2005, Numar persoane, 14673
Personal sanitar mediu, Total, Total, Regiunea CENTRU, Anul 2006, Numar persoane, 14624
Personal sanitar mediu, Total, Total, Regiunea CENTRU, Anul 2007, Numar persoane, 15042
Personal sanitar mediu, Total, Total, Regiunea CENTRU, Anul 2008, Numar persoane, 15878
Personal sanitar mediu, Total, Total, Regiunea CENTRU, Anul 2009, Numar persoane, 15542
Personal sanitar mediu, Total, Total, Regiunea CENTRU, Anul 2010, Numar persoane, 14739
Personal sanitar mediu, Total, Total, Regiunea CENTRU, Anul 2011, Numar persoane, 14214
Personal sanitar mediu, Total, Total, Regiunea CENTRU, Anul 2012, Numar persoane, 13982
Personal sanitar mediu, Total, Total, Regiunea CENTRU, Anul 2013, Numar persoane, 14931
Personal sanitar mediu, Total, Total, Regiunea CENTRU, Anul 2014, Numar persoane, 15192
Personal sanitar mediu, Total, Total, Regiunea CENTRU, Anul 2015, Numar persoane, 15488
Personal sanitar mediu, Total, Total, Regiunea CENTRU, Anul 2016, Numar persoane, 16178
Personal sanitar mediu, Total, Total, Regiunea CENTRU, Anul 2017, Numar persoane, 16816
Personal sanitar mediu, Total, Total, Alba, Anul 1997, Numar persoane, 2177
Personal sanitar mediu, Total, Total, Alba, Anul 1998, Numar persoane, 2195
Personal sanitar mediu, Total, Total, Alba, Anul 1999, Numar persoane, 2207
Personal sanitar mediu, Total, Total, Alba, Anul 2000, Numar persoane, 2107
Personal sanitar mediu, Total, Total, Alba, Anul 2001, Numar persoane, 2116
Personal sanitar mediu, Total, Total, Alba, Anul 2002, Numar persoane, 2174
Personal sanitar mediu, Total, Total, Alba, Anul 2003, Numar persoane, 2063
Personal sanitar mediu, Total, Total, Alba, Anul 2004, Numar persoane, 2059
Personal sanitar mediu, Total, Total, Alba, Anul 2005, Numar persoane, 2123
Personal sanitar mediu, Total, Total, Alba, Anul 2006, Numar persoane, 2045
Personal sanitar mediu, Total, Total, Alba, Anul 2007, Numar persoane, 2133
Personal sanitar mediu, Total, Total, Alba, Anul 2008, Numar persoane, 2261
Personal sanitar mediu, Total, Total, Alba, Anul 2009, Numar persoane, 2366
Personal sanitar mediu, Total, Total, Alba, Anul 2010, Numar persoane, 2286
Personal sanitar mediu, Total, Total, Alba, Anul 2011, Numar persoane, 2216
Personal sanitar mediu, Total, Total, Alba, Anul 2012, Numar persoane, 2086
Personal sanitar mediu, Total, Total, Alba, Anul 2013, Numar persoane, 2077
Personal sanitar mediu, Total, Total, Alba, Anul 2014, Numar persoane, 2147
Personal sanitar mediu, Total, Total, Alba, Anul 2015, Numar persoane, 2120
Personal sanitar mediu, Total, Total, Alba, Anul 2016, Numar persoane, 2171
Personal sanitar mediu, Total, Total, Alba, Anul 2017, Numar persoane, 2136
Personal sanitar mediu, Total, Total, Brasov, Anul 1997, Numar persoane, 3482
Personal sanitar mediu, Total, Total, Brasov, Anul 1998, Numar persoane, 3509
Personal sanitar mediu, Total, Total, Brasov, Anul 1999, Numar persoane, 3436
Personal sanitar mediu, Total, Total, Brasov, Anul 2000, Numar persoane, 3273
Personal sanitar mediu, Total, Total, Brasov, Anul 2001, Numar persoane, 3104
Personal sanitar mediu, Total, Total, Brasov, Anul 2002, Numar persoane, 3179
Personal sanitar mediu, Total, Total, Brasov, Anul 2003, Numar persoane, 3119
Personal sanitar mediu, Total, Total, Brasov, Anul 2004, Numar persoane, 3147
Personal sanitar mediu, Total, Total, Brasov, Anul 2005, Numar persoane, 3184
Personal sanitar mediu, Total, Total, Brasov, Anul 2006, Numar persoane, 3210
Personal sanitar mediu, Total, Total, Brasov, Anul 2007, Numar persoane, 3165
Personal sanitar mediu, Total, Total, Brasov, Anul 2008, Numar persoane, 3154
Personal sanitar mediu, Total, Total, Brasov, Anul 2009, Numar persoane, 2715
Personal sanitar mediu, Total, Total, Brasov, Anul 2010, Numar persoane, 2436
Personal sanitar mediu, Total, Total, Brasov, Anul 2011, Numar persoane, 2410
Personal sanitar mediu, Total, Total, Brasov, Anul 2012, Numar persoane, 2309
Personal sanitar mediu, Total, Total, Brasov, Anul 2013, Numar persoane, 2456
Personal sanitar mediu, Total, Total, Brasov, Anul 2014, Numar persoane, 2529
Personal sanitar mediu, Total, Total, Brasov, Anul 2015, Numar persoane, 2788
Personal sanitar mediu, Total, Total, Brasov, Anul 2016, Numar persoane, 2883
Personal sanitar mediu, Total, Total, Brasov, Anul 2017, Numar persoane, 3136
Personal sanitar mediu, Total, Total, Covasna, Anul 1997, Numar persoane, 1242
Personal sanitar mediu, Total, Total, Covasna, Anul 1998, Numar persoane, 1223
Personal sanitar mediu, Total, Total, Covasna, Anul 1999, Numar persoane, 1198
Personal sanitar mediu, Total, Total, Covasna, Anul 2000, Numar persoane, 1184
Personal sanitar mediu, Total, Total, Covasna, Anul 2001, Numar persoane, 1205
Personal sanitar mediu, Total, Total, Covasna, Anul 2002, Numar persoane, 1206
Personal sanitar mediu, Total, Total, Covasna, Anul 2003, Numar persoane, 1114
Personal sanitar mediu, Total, Total, Covasna, Anul 2004, Numar persoane, 1097
Personal sanitar mediu, Total, Total, Covasna, Anul 2005, Numar persoane, 1126
Personal sanitar mediu, Total, Total, Covasna, Anul 2006, Numar persoane, 1171
Personal sanitar mediu, Total, Total, Covasna, Anul 2007, Numar persoane, 1186
Personal sanitar mediu, Total, Total, Covasna, Anul 2008, Numar persoane, 1228
Personal sanitar mediu, Total, Total, Covasna, Anul 2009, Numar persoane, 1194
Personal sanitar mediu, Total, Total, Covasna, Anul 2010, Numar persoane, 1167
Personal sanitar mediu, Total, Total, Covasna, Anul 2011, Numar persoane, 1170
Personal sanitar mediu, Total, Total, Covasna, Anul 2012, Numar persoane, 1170
Personal sanitar mediu, Total, Total, Covasna, Anul 2013, Numar persoane, 1221
Personal sanitar mediu, Total, Total, Covasna, Anul 2014, Numar persoane, 1236
Personal sanitar mediu, Total, Total, Covasna, Anul 2015, Numar persoane, 1272
Personal sanitar mediu, Total, Total, Covasna, Anul 2016, Numar persoane, 1326
Personal sanitar mediu, Total, Total, Covasna, Anul 2017, Numar persoane, 1391
Personal sanitar mediu, Total, Total, Harghita, Anul 1997, Numar persoane, 1855
Personal sanitar mediu, Total, Total, Harghita, Anul 1998, Numar persoane, 1868
Personal sanitar mediu, Total, Total, Harghita, Anul 1999, Numar persoane, 1847
Personal sanitar mediu, Total, Total, Harghita, Anul 2000, Numar persoane, 1808
Personal sanitar mediu, Total, Total, Harghita, Anul 2001, Numar persoane, 1732
Personal sanitar mediu, Total, Total, Harghita, Anul 2002, Numar persoane, 1748
Personal sanitar mediu, Total, Total, Harghita, Anul 2003, Numar persoane, 1657
Personal sanitar mediu, Total, Total, Harghita, Anul 2004, Numar persoane, 1665
Personal sanitar mediu, Total, Total, Harghita, Anul 2005, Numar persoane, 1731
Personal sanitar mediu, Total, Total, Harghita, Anul 2006, Numar persoane, 1688
Personal sanitar mediu, Total, Total, Harghita, Anul 2007, Numar persoane, 1842
Personal sanitar mediu, Total, Total, Harghita, Anul 2008, Numar persoane, 1962
Personal sanitar mediu, Total, Total, Harghita, Anul 2009, Numar persoane, 1994
Personal sanitar mediu, Total, Total, Harghita, Anul 2010, Numar persoane, 1988
Personal sanitar mediu, Total, Total, Harghita, Anul 2011, Numar persoane, 1970
Personal sanitar mediu, Total, Total, Harghita, Anul 2012, Numar persoane, 1963
Personal sanitar mediu, Total, Total, Harghita, Anul 2013, Numar persoane, 2417
Personal sanitar mediu, Total, Total, Harghita, Anul 2014, Numar persoane, 2491
Personal sanitar mediu, Total, Total, Harghita, Anul 2015, Numar persoane, 2625
Personal sanitar mediu, Total, Total, Harghita, Anul 2016, Numar persoane, 2804
Personal sanitar mediu, Total, Total, Harghita, Anul 2017, Numar persoane, 2862
Personal sanitar mediu, Total, Total, Mures, Anul 1997, Numar persoane, 3689
Personal sanitar mediu, Total, Total, Mures, Anul 1998, Numar persoane, 3785
Personal sanitar mediu, Total, Total, Mures, Anul 1999, Numar persoane, 3874
Personal sanitar mediu, Total, Total, Mures, Anul 2000, Numar persoane, 3680
Personal sanitar mediu, Total, Total, Mures, Anul 2001, Numar persoane, 3831
Personal sanitar mediu, Total, Total, Mures, Anul 2002, Numar persoane, 4135
Personal sanitar mediu, Total, Total, Mures, Anul 2003, Numar persoane, 4077
Personal sanitar mediu, Total, Total, Mures, Anul 2004, Numar persoane, 4229
Personal sanitar mediu, Total, Total, Mures, Anul 2005, Numar persoane, 4236
Personal sanitar mediu, Total, Total, Mures, Anul 2006, Numar persoane, 4176
Personal sanitar mediu, Total, Total, Mures, Anul 2007, Numar persoane, 4406
Personal sanitar mediu, Total, Total, Mures, Anul 2008, Numar persoane, 4820
Personal sanitar mediu, Total, Total, Mures, Anul 2009, Numar persoane, 4404
Personal sanitar mediu, Total, Total, Mures, Anul 2010, Numar persoane, 3991
Personal sanitar mediu, Total, Total, Mures, Anul 2011, Numar persoane, 4025
Personal sanitar mediu, Total, Total, Mures, Anul 2012, Numar persoane, 3969
Personal sanitar mediu, Total, Total, Mures, Anul 2013, Numar persoane, 4087
Personal sanitar mediu, Total, Total, Mures, Anul 2014, Numar persoane, 4175
Personal sanitar mediu, Total, Total, Mures, Anul 2015, Numar persoane, 4020
Personal sanitar mediu, Total, Total, Mures, Anul 2016, Numar persoane, 4172
Personal sanitar mediu, Total, Total, Mures, Anul 2017, Numar persoane, 4318
Personal sanitar mediu, Total, Total, Sibiu, Anul 1997, Numar persoane, 2525
Personal sanitar mediu, Total, Total, Sibiu, Anul 1998, Numar persoane, 2556
Personal sanitar mediu, Total, Total, Sibiu, Anul 1999, Numar persoane, 2446
Personal sanitar mediu, Total, Total, Sibiu, Anul 2000, Numar persoane, 2411
Personal sanitar mediu, Total, Total, Sibiu, Anul 2001, Numar persoane, 2345
Personal sanitar mediu, Total, Total, Sibiu, Anul 2002, Numar persoane, 2407
Personal sanitar mediu, Total, Total, Sibiu, Anul 2003, Numar persoane, 2224
Personal sanitar mediu, Total, Total, Sibiu, Anul 2004, Numar persoane, 2246
Personal sanitar mediu, Total, Total, Sibiu, Anul 2005, Numar persoane, 2273
Personal sanitar mediu, Total, Total, Sibiu, Anul 2006, Numar persoane, 2334
Personal sanitar mediu, Total, Total, Sibiu, Anul 2007, Numar persoane, 2310
Personal sanitar mediu, Total, Total, Sibiu, Anul 2008, Numar persoane, 2453
Personal sanitar mediu, Total, Total, Sibiu, Anul 2009, Numar persoane, 2869
Personal sanitar mediu, Total, Total, Sibiu, Anul 2010, Numar persoane, 2871
