Categorii de personal sanitar, Forme de proprietate , Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Medici (exclusiv stomatologi), Total, Total, Alba, Anul 2009, Numar persoane, 687
Medici (exclusiv stomatologi), Total, Total, Alba, Anul 2010, Numar persoane, 660
Medici (exclusiv stomatologi), Total, Total, Alba, Anul 2011, Numar persoane, 644
Medici (exclusiv stomatologi), Total, Total, Alba, Anul 2012, Numar persoane, 668
Medici (exclusiv stomatologi), Total, Total, Alba, Anul 2013, Numar persoane, 685
Medici (exclusiv stomatologi), Total, Total, Alba, Anul 2014, Numar persoane, 705
Medici (exclusiv stomatologi), Total, Total, Alba, Anul 2015, Numar persoane, 707
Medici (exclusiv stomatologi), Total, Total, Alba, Anul 2016, Numar persoane, 713
Medici (exclusiv stomatologi), Total, Total, Alba, Anul 2017, Numar persoane, 643
Medici (exclusiv stomatologi), Total, Total, Brasov, Anul 1997, Numar persoane, 1144
Medici (exclusiv stomatologi), Total, Total, Brasov, Anul 1998, Numar persoane, 1137
Medici (exclusiv stomatologi), Total, Total, Brasov, Anul 1999, Numar persoane, 1285
Medici (exclusiv stomatologi), Total, Total, Brasov, Anul 2000, Numar persoane, 1155
Medici (exclusiv stomatologi), Total, Total, Brasov, Anul 2001, Numar persoane, 1197
Medici (exclusiv stomatologi), Total, Total, Brasov, Anul 2002, Numar persoane, 1196
Medici (exclusiv stomatologi), Total, Total, Brasov, Anul 2003, Numar persoane, 1124
Medici (exclusiv stomatologi), Total, Total, Brasov, Anul 2004, Numar persoane, 1169
Medici (exclusiv stomatologi), Total, Total, Brasov, Anul 2005, Numar persoane, 1203
Medici (exclusiv stomatologi), Total, Total, Brasov, Anul 2006, Numar persoane, 1215
Medici (exclusiv stomatologi), Total, Total, Brasov, Anul 2007, Numar persoane, 1228
Medici (exclusiv stomatologi), Total, Total, Brasov, Anul 2008, Numar persoane, 1240
Medici (exclusiv stomatologi), Total, Total, Brasov, Anul 2009, Numar persoane, 1260
Medici (exclusiv stomatologi), Total, Total, Brasov, Anul 2010, Numar persoane, 1292
Medici (exclusiv stomatologi), Total, Total, Brasov, Anul 2011, Numar persoane, 1350
Medici (exclusiv stomatologi), Total, Total, Brasov, Anul 2012, Numar persoane, 1483
Medici (exclusiv stomatologi), Total, Total, Brasov, Anul 2013, Numar persoane, 1598
Medici (exclusiv stomatologi), Total, Total, Brasov, Anul 2014, Numar persoane, 1533
Medici (exclusiv stomatologi), Total, Total, Brasov, Anul 2015, Numar persoane, 1622
Medici (exclusiv stomatologi), Total, Total, Brasov, Anul 2016, Numar persoane, 1680
Medici (exclusiv stomatologi), Total, Total, Brasov, Anul 2017, Numar persoane, 1703
Medici (exclusiv stomatologi), Total, Total, Covasna, Anul 1997, Numar persoane, 699
Medici (exclusiv stomatologi), Total, Total, Covasna, Anul 1998, Numar persoane, 290
Medici (exclusiv stomatologi), Total, Total, Covasna, Anul 1999, Numar persoane, 314
Medici (exclusiv stomatologi), Total, Total, Covasna, Anul 2000, Numar persoane, 367
Medici (exclusiv stomatologi), Total, Total, Covasna, Anul 2001, Numar persoane, 374
Medici (exclusiv stomatologi), Total, Total, Covasna, Anul 2002, Numar persoane, 369
Medici (exclusiv stomatologi), Total, Total, Covasna, Anul 2003, Numar persoane, 367
Medici (exclusiv stomatologi), Total, Total, Covasna, Anul 2004, Numar persoane, 360
Medici (exclusiv stomatologi), Total, Total, Covasna, Anul 2005, Numar persoane, 350
Medici (exclusiv stomatologi), Total, Total, Covasna, Anul 2006, Numar persoane, 341
Medici (exclusiv stomatologi), Total, Total, Covasna, Anul 2007, Numar persoane, 346
Medici (exclusiv stomatologi), Total, Total, Covasna, Anul 2008, Numar persoane, 349
Medici (exclusiv stomatologi), Total, Total, Covasna, Anul 2009, Numar persoane, 367
Medici (exclusiv stomatologi), Total, Total, Covasna, Anul 2010, Numar persoane, 378
Medici (exclusiv stomatologi), Total, Total, Covasna, Anul 2011, Numar persoane, 368
Medici (exclusiv stomatologi), Total, Total, Covasna, Anul 2012, Numar persoane, 414
Medici (exclusiv stomatologi), Total, Total, Covasna, Anul 2013, Numar persoane, 428
Medici (exclusiv stomatologi), Total, Total, Covasna, Anul 2014, Numar persoane, 454
Medici (exclusiv stomatologi), Total, Total, Covasna, Anul 2015, Numar persoane, 456
Medici (exclusiv stomatologi), Total, Total, Covasna, Anul 2016, Numar persoane, 471
Medici (exclusiv stomatologi), Total, Total, Covasna, Anul 2017, Numar persoane, 467
Medici (exclusiv stomatologi), Total, Total, Harghita, Anul 1997, Numar persoane, 485
Medici (exclusiv stomatologi), Total, Total, Harghita, Anul 1998, Numar persoane, 494
Medici (exclusiv stomatologi), Total, Total, Harghita, Anul 1999, Numar persoane, 529
Medici (exclusiv stomatologi), Total, Total, Harghita, Anul 2000, Numar persoane, 498
Medici (exclusiv stomatologi), Total, Total, Harghita, Anul 2001, Numar persoane, 478
Medici (exclusiv stomatologi), Total, Total, Harghita, Anul 2002, Numar persoane, 481
Medici (exclusiv stomatologi), Total, Total, Harghita, Anul 2003, Numar persoane, 492
Medici (exclusiv stomatologi), Total, Total, Harghita, Anul 2004, Numar persoane, 445
Medici (exclusiv stomatologi), Total, Total, Harghita, Anul 2005, Numar persoane, 423
Medici (exclusiv stomatologi), Total, Total, Harghita, Anul 2006, Numar persoane, 404
Medici (exclusiv stomatologi), Total, Total, Harghita, Anul 2007, Numar persoane, 384
Medici (exclusiv stomatologi), Total, Total, Harghita, Anul 2008, Numar persoane, 417
Medici (exclusiv stomatologi), Total, Total, Harghita, Anul 2009, Numar persoane, 427
Medici (exclusiv stomatologi), Total, Total, Harghita, Anul 2010, Numar persoane, 447
Medici (exclusiv stomatologi), Total, Total, Harghita, Anul 2011, Numar persoane, 455
Medici (exclusiv stomatologi), Total, Total, Harghita, Anul 2012, Numar persoane, 461
Medici (exclusiv stomatologi), Total, Total, Harghita, Anul 2013, Numar persoane, 485
Medici (exclusiv stomatologi), Total, Total, Harghita, Anul 2014, Numar persoane, 496
Medici (exclusiv stomatologi), Total, Total, Harghita, Anul 2015, Numar persoane, 508
Medici (exclusiv stomatologi), Total, Total, Harghita, Anul 2016, Numar persoane, 554
Medici (exclusiv stomatologi), Total, Total, Harghita, Anul 2017, Numar persoane, 579
Medici (exclusiv stomatologi), Total, Total, Mures, Anul 1997, Numar persoane, 1439
Medici (exclusiv stomatologi), Total, Total, Mures, Anul 1998, Numar persoane, 1463
Medici (exclusiv stomatologi), Total, Total, Mures, Anul 1999, Numar persoane, 1596
Medici (exclusiv stomatologi), Total, Total, Mures, Anul 2000, Numar persoane, 1575
Medici (exclusiv stomatologi), Total, Total, Mures, Anul 2001, Numar persoane, 1580
Medici (exclusiv stomatologi), Total, Total, Mures, Anul 2002, Numar persoane, 1690
Medici (exclusiv stomatologi), Total, Total, Mures, Anul 2003, Numar persoane, 1674
Medici (exclusiv stomatologi), Total, Total, Mures, Anul 2004, Numar persoane, 1746
Medici (exclusiv stomatologi), Total, Total, Mures, Anul 2005, Numar persoane, 1792
